identifier,village_name,lat,lon,viirs_radiance,solar_radiation_j,landuse_code,terrain_slope_deg,ndvi,worldpop_density,rainfall_mm
,Bureau d'Arondissement,6.753112,2.349166,0.37916666,5.2898402707877606E8,10,2.2128549,0.6273059,1.5432498,1344.956897854805
,Lalo,6.91919,1.894251,0.46416667,5.43928060578776E8,30,0.3291187,0.4593511,12.176387,1158.9786305427551
,Dan,7.329063,2.092013,0.44583333,5.59587656078776E8,10,3.3073657,0.42959997,1.7968788,1261.4803447723389
,Tantéga,10.845527,1.010163,0.26333332,6.330653032454427E8,40,0.7180662,0.24097729,0.616976,1014.6476355940104
,Manta,10.354168,1.120475,0.385,6.22414767578776E8,40,0.9406242,0.36409703,0.9526328,1098.8597246855497
,Aledjo-Koura,9.382146,1.447774,0.295,6.054824344121094E8,40,1.0845097,0.42882356,0.6788986,1594.1410666108131
,GANDO PÉNÉRÉ,9.846567,3.101334,0.28,6.219791052454427E8,20,1.3989116,0.3520607,0.7013022,1309.7912173867226
,Ouadjito,6.555932,2.019912,0.36333334,5.394129859121094E8,30,2.1828074,0.54730994,1.7004104,1217.3135424852371
,Cobli,10.517149,1.038501,0.3125,6.253024557454427E8,40,1.973095,0.33228502,0.97667444,1054.659538043663
,Location #8600,10.41418,0.875103,0.345,6.233261422454427E8,40,0.5410203,0.33022702,0.6669907,1089.356257736683
,Location #8622,10.9301,2.438711,0.315,6.474531112454427E8,20,0.52614814,0.36032423,0.17003255,1057.8656621575356
,Kikélé,9.009313,1.690161,0.54,5.96314406078776E8,20,0.7210317,0.4607598,1.5564426,1416.4680070877075
,Location #8601,9.971571,1.361926,0.34833333,6.13709612578776E8,40,1.6696899,0.32770714,0.7865328,1244.3453257083893
,Adourekoman,7.908914,2.273994,0.41916668,5.706302492454427E8,40,0.6999465,0.32438016,1.192375,1154.5158659815788
,Location #8541,6.668307,2.552459,0.39833334,5.2416232257877606E8,10,0.8372791,0.48961335,2.1692982,1276.7275999188423
,Location #8536,10.42461,1.010277,1.0258334,6.228774414121094E8,20,8.157614,0.34571576,0.6901326,1074.0179079771042
,Location #8556,12.123514,3.005626,0.29583332,6.651017727454427E8,40,0.31621474,0.1942613,0.11266552,715.9548334404826
,Location #8632,7.458429,1.925623,0.33,5.74994682578776E8,20,0.77524245,0.48506093,0.24543956,1206.9185808897018
,Gnanro,10.374954,2.388503,0.37166667,6.355072762454427E8,40,1.0189129,0.29508418,1.301089,1093.5708091259003
,Tasso,9.730216,3.310457,0.32166666,6.22868173078776E8,40,1.5850301,0.37381136,0.31022796,1277.4817237257957
,Kountori,10.399306,0.92242,0.31,6.233261422454427E8,40,0.42221865,0.33520642,0.77180827,1083.3620324619114
,Dodji-Bata,6.682386,2.272996,0.54333335,5.3278400457877606E8,10,1.0847378,0.58379865,2.6035924,1283.4149298667908
,Founougo,11.548997,2.534785,0.30083334,6.552649474121094E8,40,0.71882564,0.29206806,0.65120333,924.5403271839023
,Location #8579,10.471734,1.45033,0.375,6.24006999078776E8,20,3.7283375,0.4341578,1.299301,1226.8048784732819
,Sanékou,9.460611,3.065915,0.33083335,6.10969529078776E8,20,1.4106709,0.35235462,0.43983278,1225.4524035453796
,Location #8516,9.250814,3.116839,0.31333333,6.042011077454427E8,20,0.94280314,0.3967711,0.3606303,1212.091183066368
,Gandobou,10.710985,2.603723,0.28916666,6.443727679121094E8,40,0.6099789,0.26460314,0.20387882,1058.5941689610481
,Djidja,7.417484,1.933219,0.3625,5.71481440578776E8,20,0.58938295,0.4253872,0.3810705,1162.366216301918
,Location #8586,10.927129,0.912484,0.34166667,6.357995942454427E8,40,0.24486873,0.3060046,0.46614206,1038.119228720665
,Dérassi,10.24008,3.21153,0.2875,6.369141459121094E8,20,0.9918109,0.34285644,0.8124952,1079.7634127140045
,Location #8649,9.85643,1.686593,0.30083334,6.155884304121094E8,30,1.0655494,0.35138226,0.612642,1323.2016648054123
,Location #8585,9.854078,1.475878,0.325,6.132735592454427E8,30,1.2666316,0.3769907,0.8625265,1340.7876011133194
,Location #8562,9.80109,2.000188,0.29666668,6.15533935078776E8,40,1.1049272,0.28415972,0.35099745,1281.5364394187927
,Bouyankparou,9.454804,2.9979,0.3875,6.088321937454427E8,20,1.0606476,0.45936587,0.2785721,1184.0692086219788
,Péonga,10.329689,3.267266,0.2575,6.40457068578776E8,40,2.2202969,0.37587377,1.2066841,1056.5053889751434
,Gomè,6.363455,1.991367,0.36833334,5.553865862454427E8,10,1.5657938,0.53164464,2.4677923,1202.8019081354141
,Boro,9.489663,3.035508,0.26333332,6.088321937454427E8,30,1.0168247,0.28132397,0.31215972,1218.602428495884
,Location #8540,10.456473,0.913891,0.28833333,6.257663889121094E8,40,0.7176726,0.30962,0.85097194,1058.169233713299
,Za-Kpota,7.152334,2.220024,0.405,5.51064295078776E8,40,0.39707327,0.35172018,2.1098804,1197.4034590125084
,Bambaga,11.566495,2.509922,0.29583332,6.552649474121094E8,40,0.73474026,0.2765051,0.74651533,924.5403271839023
,CHEIN TASSO,9.857536,3.215908,0.2725,6.27894537078776E8,20,0.90618527,0.3598759,0.8625743,1385.6576174497604
,Gah-Baka,10.189905,2.404534,0.35166666,6.29483820078776E8,40,0.9372328,0.30160096,1.394721,1082.2390695214272
,GNANHOUN,9.89742,2.902492,0.27583334,6.221047519121094E8,20,1.1767169,0.40058076,1.1357868,1143.96388143301
,Location #8573,6.806978,1.927195,0.35083333,5.41829331578776E8,10,1.2830219,0.6154268,1.6107621,1173.8076246976852
,Location #8560,6.756008,2.296725,0.36416668,5.321815842454427E8,10,0.79702395,0.5005988,1.4548856,1345.2329322099686
,Ouinhi,7.101954,2.50655,0.4275,5.359218737454427E8,10,0.24460363,0.5429716,3.0064104,1230.9059435129166
,Location #8633,10.551156,2.674777,0.28416666,6.425656762454427E8,40,0.7776736,0.27169454,0.27807298,1096.7924753427505
,Location #8619,7.637227,1.782279,0.29583332,5.793466137454427E8,20,0.4194311,0.48640558,0.25670603,1207.185248374939
,Location #8503,11.344605,2.60215,0.315,6.543057687454427E8,40,0.8308687,0.28869963,0.35051978,992.541650891304
,Azizakouè,6.334333,2.040305,0.43916667,0.0,30,0.077765726,0.4559512,2.8124666,1257.0932857990265
,Barei,9.640198,1.530893,0.36583334,6.098388017454427E8,40,0.3189457,0.32568422,0.6662694,1356.4598056077957
,Location #8613,10.281717,1.543342,0.32333332,6.198267754121094E8,30,1.2829392,0.40987134,0.5508166,1325.0364416837692
,Ouidah,6.459507,2.072098,0.36833334,5.428927742454427E8,10,0.5465828,0.5133879,1.1468676,1262.0809534788132
,Location #8627,12.012109,3.217414,0.32083333,6.649162734121094E8,40,0.07902101,0.34950244,0.38767296,794.7534474134445
,Diguidirou,9.625159,3.129291,0.3225,6.145661429121094E8,30,1.2742088,0.41531602,0.42660293,1194.3110067248344
,Doutou,6.582975,1.916026,0.4,5.42140451078776E8,10,0.17374507,0.525293,2.8938003,1065.6494366526604
,Cobli,10.548417,1.031468,0.335,6.253024557454427E8,40,0.78869134,0.39175713,1.198341,1054.659538043663
,Nyannisséri,10.934274,3.006647,0.3325,6.498397484121094E8,40,0.95711815,0.33259913,0.20786977,999.2541038990021
,Tagayé,10.299153,1.312861,1.5966667,6.190242592454427E8,40,1.5419416,0.33892196,0.7089393,1324.9660170078278
,Fafa,11.269499,3.000113,0.32166666,6.551170242454427E8,40,0.3944026,0.291724,0.90566206,898.9622378796339
,Location #8545,7.448878,2.227447,0.285,5.614745459121094E8,30,1.3996654,0.35568282,0.39264572,1174.6617289185524
,Location #8584,7.400429,1.788395,0.29916668,5.741933339121094E8,20,0.64236736,0.5227974,0.3289234,1300.6974551677704
,Anandana,9.876178,1.477414,0.3375,6.132735592454427E8,30,1.6568067,0.40693507,0.6117984,1340.7876011133194
,Boukombé,10.180284,1.074151,0.34083334,6.175493084121094E8,40,0.9119084,0.31749612,0.7934673,1116.7672371864319
,Location #8602,9.715062,3.041338,0.29666668,6.160743552454427E8,20,1.056463,0.32427105,0.7295738,1191.236400127411
,Gninsy,9.600756,3.022972,0.29,6.12435762078776E8,20,1.2564026,0.3270733,0.46729618,1201.2806177139282
,Location #8571,11.010607,2.392157,0.32666665,6.49371812078776E8,20,1.1101718,0.33356342,0.29991198,1089.1759561002254
,Location #8603,8.12481,2.093091,0.31583333,5.789379299121094E8,20,1.6133304,0.44226566,0.51115686,1255.7521274089813
,Yaka,9.828615,1.508326,0.31166667,6.123462917454427E8,20,1.2506748,0.34451786,0.98559207,1328.7101930379868
,Bohicon,7.167912,2.179659,0.44083333,5.51064295078776E8,20,0.24460688,0.36972225,3.616566,1201.4747751951218
,Location #8564,7.801219,2.594168,0.36333334,5.586091737454427E8,20,0.9564742,0.37207806,0.4649224,1108.5541476607323
,Kikélé-Logba,9.045188,1.815425,0.32833332,5.955125572454427E8,30,1.5524733,0.39323843,0.24891275,1389.001019835472
,Location #8561,11.352158,2.679866,0.2875,6.550180514121094E8,30,0.80822873,0.32390073,0.34137875,976.0408886671066
,Ouidah,6.414202,2.094146,0.5416667,5.50780378078776E8,30,0.24580024,0.52887017,8.600492,1227.4443836212158
,Location #8635,10.841346,0.926116,0.32750002,6.333138539121094E8,40,0.85013765,0.24850564,0.62796366,1049.170959353447
,Vidjinnavô,6.927542,2.511982,0.31916666,5.268348062454427E8,10,3.0275705,0.5697435,1.8923938,1280.7095044851303
,Location #8582,10.434104,1.054771,0.29416668,6.22414767578776E8,40,0.6078196,0.3961305,0.7686633,1047.895122051239
,Gorobani,11.037273,1.974973,0.34666666,6.45539890078776E8,20,0.6183033,0.39699203,0.4398371,1082.4446157217026
,Tantéga,10.825971,1.000441,0.31833333,6.330653032454427E8,40,0.6482098,0.25992033,0.7915374,1037.984712600708
,Nioro,9.306605,1.563558,0.38666666,6.034461717454427E8,20,0.9429545,0.40657565,0.76408976,1521.157956957817
,Location #8525,6.97952,1.775578,0.435,5.517152447454427E8,40,0.80024874,0.49471754,3.7775056,1144.7271432876587
,Location #8566,9.399581,2.932028,0.32916668,6.031638992454427E8,20,2.0118284,0.39701384,0.24595872,1278.6276497840881
,Location #8555,10.95958,2.837742,0.29500002,6.51455621578776E8,40,0.28027785,0.28036964,0.37112626,993.8887461423874
,Location #8527,10.06732,1.263398,0.49333334,6.15470444078776E8,40,1.4124918,0.34659764,0.6250284,1250.0274171829224
,Nazoumè,6.388235,1.975825,0.41416666,5.553865862454427E8,10,0.17369163,0.5847496,2.4817138,1202.8019081354141
,Djakotomey,6.856213,1.688548,0.39083335,5.489089044121094E8,20,0.715512,0.55290335,5.7152185,1170.6366253495216
,Kodé,6.803077,2.475648,0.41666666,5.2587103107877606E8,10,1.5105549,0.64313596,1.1233933,1345.9647649526596
,Sè,6.501307,1.811817,0.5275,5.52789177078776E8,10,1.4857616,0.49927795,5.59371,1153.706233203411
,Illosso-Saharo,6.733789,2.593756,0.37916666,5.2416232257877606E8,40,0.38741753,0.54456496,2.1651642,1304.3870728611946
,Bagou,10.854917,2.683012,0.29416665,6.492443972454427E8,30,0.69381434,0.35217708,0.2575477,1019.947916507721
,Tabota,10.401442,1.056375,0.34083334,6.22414767578776E8,40,1.2676402,0.32272005,1.4672165,1047.895122051239
,Massoupouna,11.136728,3.654729,0.26833335,6.55312914078776E8,40,0.2486408,0.29004157,0.39298415,988.7488714456558
,Location #8445,11.099178,2.125583,0.3525,6.485654614121094E8,40,0.61045825,0.29888245,0.37280223,1046.6848503351212
,Bembéréké,10.241143,2.701779,0.45250002,6.314116084121094E8,30,1.2135556,0.33920026,0.8725057,1104.2047892212868
,Location #8405,6.751664,2.258302,0.37333333,5.321815842454427E8,10,1.1068401,0.5406996,2.694735,1345.2329322099686
,Kotopounga,10.26043,1.546737,0.35,6.198267754121094E8,40,1.2589289,0.31716073,0.4253733,1325.0364416837692
,Kpakpanin,8.79086,2.515769,0.34083334,5.854471559121094E8,20,1.2497438,0.38605464,0.20374076,1308.6659578084946
,Boukombé,10.213273,1.075453,0.32416666,6.175493084121094E8,40,0.54669,0.33550662,0.76455116,1098.4095709845424
,Hinzounmè,6.504339,2.024287,0.44833332,5.46331455578776E8,20,0.23187147,0.498243,1.569746,1289.4557218551636
,Godonoutin Calvaire,6.397929,2.010505,0.39916667,5.553865862454427E8,10,0.07729086,0.51886654,1.3906463,1171.1993588209152
,Location #8501,6.96394,2.436335,0.32666665,5.342179182454427E8,10,0.38828984,0.514581,1.7952087,1279.150955438614
,Nalouhou 2,9.792714,1.618257,0.33166668,6.130488412454427E8,40,1.5474305,0.3980852,0.5674719,1398.4781337976456
,Location #8416,6.873593,2.487807,0.34583333,5.268348062454427E8,10,0.83758885,0.4545667,0.95127904,1342.9942299127579
,Songorogougou,11.261574,2.363524,0.3225,6.528073712454427E8,40,0.49746373,0.30545387,1.9683508,1038.2042381111532
,Location #8363,11.230519,2.204764,0.29083332,6.508290629121094E8,20,0.9307505,0.3735665,0.45736378,1047.8529520481825
,Grand-Popo,6.387653,1.794762,0.36416668,5.62114712578776E8,90,0.21929467,0.67679733,1.2035532,1110.0349199473858
,Tabota,10.425509,1.020672,0.32916668,6.228774414121094E8,30,1.2123226,0.3380898,0.7330081,1074.0179079771042
,Kandérou,11.568774,2.518208,0.32166666,6.552649474121094E8,40,0.4989204,0.2462106,0.6490012,924.5403271839023
,Démè,6.687398,2.428667,0.40333334,5.294282217454427E8,10,0.07729086,0.61876357,3.3547714,1196.3066269159317
,Materi,10.712546,1.025352,0.28333333,6.305287024121094E8,40,0.9406549,0.27711564,1.1105299,1014.5877491533756
,Location #8461,10.821073,0.950854,0.2975,6.333138539121094E8,40,0.77685696,0.28786242,0.6581583,1049.170959353447
,Sognonnouhoue,6.865929,1.845398,0.35999998,5.464829947454427E8,20,0.5410203,0.55136514,3.8411977,1157.4195905923843
,Fafa,11.242088,3.003966,0.35833332,6.538297532454427E8,40,0.7091894,0.2598393,1.1042776,937.4176367246546
,Datori,10.362482,0.888105,0.29083332,6.233261422454427E8,40,0.45617923,0.2537435,0.5933516,1091.3157637864351
,Pétchinga,12.372198,2.852274,0.27083334,6.722816674121094E8,90,0.22122449,0.39407617,0.19765241,726.5852733850479
,Mékrou,11.328601,2.212499,0.315,6.511141952454427E8,40,0.50091314,0.30218917,0.5638708,1024.051289498806
,Location #8451,9.632348,1.913251,0.32999998,6.110783024121094E8,30,0.9405659,0.4115116,0.38644952,1309.2527697086334
,Location #8412,10.993046,0.958996,0.33416668,6.37740479078776E8,40,0.07729086,0.3122675,0.99387413,1007.9980529248714
,Angaradébou,11.414991,3.078339,0.30083334,6.56929545078776E8,40,0.42346728,0.31393522,0.7167197,818.614052304998
,Location #8457,7.627671,1.883007,0.29583332,5.767395019121094E8,10,0.5410203,0.52279377,0.2572357,1246.2344408333302
,Location #8418,6.669614,2.52674,0.475,5.2624758507877606E8,10,0.17306328,0.5493692,2.9818592,1277.162319779396
,Location #8408,9.641726,1.835628,0.2925,6.106832294121094E8,40,0.9533072,0.3983495,0.4274637,1333.6478954553604
,Gando Namoni,10.397741,0.783007,0.33833334,6.237920977454427E8,40,0.66130024,0.29124543,1.1349643,1090.1123432219028
,Kompayizé Koara,12.243512,3.014749,0.30666667,6.670536779121094E8,40,2.697019,0.29509372,0.22979191,727.399017572403
,Donwari,11.092303,2.795476,0.3475,6.52875665578776E8,40,0.88754094,0.2838472,0.9155883,1023.4979077428579
,Damè-Centre,6.81009,2.268553,0.3425,5.321815842454427E8,10,0.59214604,0.49087828,0.8856211,1318.8409081697464
,Dan,7.326215,2.068468,0.3775,5.59587656078776E8,10,1.3051307,0.4533514,1.0733585,1261.4803447723389
,Aledjo-Koura,9.365811,1.485603,0.3175,6.057626484121094E8,20,1.4922369,0.38209277,0.6585049,1567.7803283929825
,Location #8462,11.105528,2.161658,0.32,6.50298070578776E8,40,0.63805264,0.3388553,0.69399714,1079.2671004533768
,Location #8449,6.984359,1.873044,0.4425,5.49105513078776E8,40,0.6266267,0.40848154,3.6314206,1131.8689939975739
,Grand-Popo,6.352039,1.841014,0.31583333,5.62114712578776E8,90,0.15553719,0.63682777,2.731918,1125.8050535917282
,Location #8358,10.501438,1.165306,0.3175,6.244779062454427E8,40,0.8951697,0.32989085,0.352269,1037.3921711444855
,Location #8347,6.816204,1.909515,0.36083335,5.41829331578776E8,20,0.10969531,0.6021537,1.6266493,1173.8076246976852
,Anandana,9.92143,1.370127,0.3325,6.125279362454427E8,40,1.9331313,0.3401951,0.7014698,1268.8816944360733
,Location #8478,6.555263,1.69385,0.48166665,5.47352713578776E8,10,0.109665945,0.5421037,2.5855837,1230.9741144180298
,Tantéga,10.830478,1.046411,0.35166666,6.330653032454427E8,40,0.672861,0.35268408,0.7785719,1014.6476355940104
,Goumori,11.218245,2.173193,0.33166665,6.508290629121094E8,40,0.7184609,0.35127556,0.43364218,1027.388028293848
,Location #8364,10.923378,2.958132,0.315,6.498397484121094E8,40,0.17538235,0.30487165,0.23631299,1003.9156644940376
,Location #8490,7.825192,2.410694,0.26666665,5.64919736578776E8,30,0.9564778,0.37126997,0.23370206,1046.7721919417381
,Manta,10.324833,1.117111,0.38083333,6.19988337078776E8,40,0.8455182,0.36397022,0.77930105,1146.975521095097
,Location #8458,9.864592,1.706395,0.34583333,6.155884304121094E8,30,1.2343137,0.38371056,0.6629924,1347.2633244991302
,Grand-Popo,6.36534,1.820435,0.34666666,5.62114712578776E8,10,0.17304236,0.63431615,1.318459,1125.8050535917282
,Kandi,11.042939,2.801577,0.26083332,6.51455621578776E8,40,0.40125123,0.29404762,0.6674497,1016.354237370193
,Sandilo,9.523695,3.165673,0.305,6.132820104121094E8,20,1.7143393,0.35586128,0.66824126,1200.8247327804565
,Location #8499,6.840634,1.99638,0.37666667,5.392434079121094E8,30,0.77641034,0.588358,1.6392814,1134.1085872650146
,Location #8430,10.131906,1.317833,0.33249998,6.15470444078776E8,40,0.93637604,0.3415294,0.30172783,1256.7418591976166
,Namoutiaga,10.435603,0.982928,0.33416668,6.228774414121094E8,40,0.7768468,0.30568537,0.90188545,1103.992829322815
,Gbètin,10.723922,3.634027,0.3175,6.497504637454427E8,30,0.4008409,0.2567304,0.3150497,1189.8258532211185
,Kongou,11.223585,2.934921,0.30583334,6.53691659578776E8,40,0.17552723,0.2860411,0.57238483,950.4939598888159
,Dunkassa,10.335265,3.113335,0.2825,6.38424586578776E8,30,0.79882354,0.37554345,0.59573174,1118.4123086929321
,Location #8349,10.563357,1.129072,0.30083334,6.274326799121094E8,40,0.39436504,0.28430665,0.23676649,965.8944129754382
,Tanougou,10.72814,1.380417,0.34333333,6.29386215078776E8,20,10.2347,0.3979205,0.2381371,1094.8230022788048
,Location #8488,7.444083,1.888738,0.31333333,5.71481440578776E8,20,0.4925605,0.4850279,0.27916047,1184.9444327354431
,Awonou,6.759244,2.569859,0.37,5.2371873807877606E8,20,0.8560854,0.5254017,1.0409967,1341.2288712263107
,Aklampa,8.274711,2.158973,0.335,5.790315109121094E8,10,0.762509,0.5065937,0.60216653,1264.820042848587
,Location #8346,11.447657,2.65618,0.3,6.550180514121094E8,30,0.8646399,0.29957226,0.6758306,947.1810767650604
,Lissèyigbé,7.264104,2.063239,0.37083334,5.59587656078776E8,10,0.31166267,0.4316408,2.0448375,1310.107314825058
,Yékéna,10.028805,3.14612,0.28666666,6.29431920078776E8,40,1.1846818,0.43080524,0.25126487,1257.4514853954315
,Wassa,9.632503,1.614717,0.36583334,6.103161359121094E8,40,0.6378705,0.38786018,0.60487604,1352.9445304572582
,Ita-Ogou,6.89461,2.670175,0.38166666,5.229663982454427E8,10,0.64170545,0.59083575,2.8763204,1309.1255625784397
,Boukombé,10.235291,1.027171,0.33666667,6.178929622454427E8,40,0.84015155,0.318081,0.58592737,1097.6628459692001
,Location #8373,6.802231,2.297668,0.36833334,5.321815842454427E8,10,2.398814,0.5395878,1.1455641,1318.8409081697464
,Location #8367,10.963842,2.41541,0.3275,6.49371812078776E8,40,0.40114635,0.3870954,0.17576748,1033.8090735673904
,Dantota,7.304973,2.079363,0.39416668,5.59587656078776E8,10,0.5893593,0.42575723,1.7119445,1261.4803447723389
,Awonou,6.780509,2.552524,0.33333334,5.2371873807877606E8,10,1.8640994,0.5696948,0.81097823,1341.2288712263107
,Location #8351,6.787143,2.311468,0.37333333,5.321815842454427E8,10,2.856519,0.52408904,0.9171121,1363.5623549818993
,Grand-Popo,6.325193,1.919434,0.33,0.0,95,0.15552814,0.3997888,3.3252187,1213.9771854877472
,Location #8432,11.506291,2.619943,0.33083332,6.555112254121094E8,40,0.5206125,0.28281134,0.5094349,947.7464767694473
,Location #8482,9.54043,1.71725,0.3375,6.083476439121094E8,20,1.2632904,0.46026388,0.430095,1420.5210229158401
,Sombouan,10.529179,2.690929,0.29500002,6.399883002454427E8,40,0.7326521,0.26077515,0.31750146,1095.5600630044937
,Tasso,9.699456,3.326037,0.33416668,6.22868173078776E8,40,1.3179556,0.36543128,0.3678741,1237.3887322247028
,Koussoukpa,7.086545,2.283704,0.395,5.426045862454427E8,40,0.2194533,0.46551135,1.4604928,1327.2012156248093
,Kandi,11.201731,2.793513,0.30583334,6.536332714121094E8,30,0.60846746,0.27710882,0.91731334,996.5441145598888
,Location #8413,6.777874,2.257768,0.37333333,5.321815842454427E8,10,1.973668,0.5285071,1.1193619,1345.2329322099686
,Location #8396,11.108603,2.488542,0.33083335,6.512443064121094E8,40,0.6232994,0.30215812,0.32071817,1032.142870310694
,Boula,9.561097,3.120035,0.35750002,6.145661429121094E8,40,1.3526496,0.4256569,0.27905482,1194.951055407524
,Igbèrè,8.97239,1.760917,0.42416668,5.955125572454427E8,10,0.84315056,0.51043504,0.79726267,1356.841417312622
,Ojassa,7.04078,2.756163,0.3325,5.245889497454427E8,10,0.49216342,0.61452675,1.9733621,1393.5174360275269
,Wassa,9.605751,1.620228,0.45583335,6.103161359121094E8,30,1.4450872,0.37717092,0.8170861,1352.9445304572582
,Bonyakou,10.087537,3.021828,0.27083334,6.314104947454427E8,40,0.48959127,0.35262576,0.2801277,1204.7712701559067
,Sissigourou,10.235096,2.844706,0.25416666,6.32210930578776E8,40,0.6470341,0.29995158,0.34066328,1106.063687324524
,Location #8502,7.204563,2.280592,0.3525,5.477372944121094E8,10,2.5003145,0.42673025,2.4493537,1163.9139839410782
,Ouenou,9.971738,3.438819,0.27833334,6.34120653078776E8,20,0.55072254,0.39652348,0.3055321,1265.2677537351847
,Location #8391,10.465276,1.130329,0.30583334,6.24839764078776E8,40,0.28194383,0.42766538,0.19438443,1027.710762873292
,Location #8466,10.587538,2.74231,0.32916665,6.425656762454427E8,40,1.0127071,0.26729962,0.474392,1099.2921846807003
,Digbo,7.184528,2.770392,0.2975,5.3269132207877606E8,40,0.8074166,0.40685692,1.693953,1291.508104622364
,Location #8479,11.352898,2.729003,0.31,6.550180514121094E8,20,0.24490587,0.30812407,0.32586998,942.6517724096775
,Tantéga,10.844275,1.038983,0.29166666,6.330653032454427E8,40,0.94904536,0.3044823,0.6338973,1014.6476355940104
,Location #8415,10.248665,1.532693,0.35083333,6.178561857454427E8,30,1.200585,0.40397525,0.4850252,1272.0311008691788
,Tantéga,10.85366,0.978147,0.30833334,6.355386089121094E8,40,0.44121557,0.26257855,0.58478904,1006.8805810809135
,Location #8424,11.060936,2.703828,0.285,6.523064207454427E8,40,0.2823368,0.2967803,0.5301732,1036.545741647482
,Location #8438,9.630572,2.029905,0.315,6.111751337454427E8,20,0.7342609,0.49992302,0.33213514,1313.72216963768
,Location #8435,7.405574,2.35131,0.33666667,5.54782894078776E8,10,2.5456924,0.4625551,0.29965794,1207.6185161471367
,Location #8428,6.736769,2.038042,0.37,5.38477307578776E8,10,0.9836809,0.60335517,2.347397,1146.562314748764
,Location #8344,11.321279,2.192212,0.28416666,6.511141952454427E8,40,0.8830965,0.3458829,0.4916865,1012.6996879074723
,Location #8493,7.432327,1.952001,0.3125,5.685112852454427E8,10,1.7007843,0.50840193,0.28310063,1155.2200187444687
,Location #8390,8.250093,2.027888,0.3241667,5.821915287454427E8,10,0.83359534,0.6078373,0.2084979,1301.820726633072
,Location #8361,11.2503,2.687307,0.32416666,6.530555139121094E8,20,0.79177755,0.34018597,0.46094182,959.9237534701824
,Libantè,10.786855,3.591798,0.37833333,6.510362662454427E8,20,0.550748,0.41204423,0.5847091,1184.2247701883316
,Goutin,6.727937,2.485959,0.53999996,5.2624758507877606E8,10,2.2123582,0.5704044,3.4590745,1230.2763584852219
,Location #8251,11.011817,2.772584,0.32166666,6.51455621578776E8,40,0.66188407,0.27754658,0.73010015,1023.5691317766905
,Location #8334,10.622209,0.907782,0.33416668,6.28299025578776E8,30,0.24484326,0.27133647,0.40627345,1020.7903439998627
,Location #8336,6.893518,1.920563,0.3675,5.43928060578776E8,10,1.3229041,0.5147294,4.194903,1179.371497631073
,Location #8288,6.418121,2.056774,0.39666668,5.50780378078776E8,30,0.24580024,0.58739305,1.1261916,1227.4443836212158
,Koumagou,10.151201,1.136281,0.3175,6.175493084121094E8,40,2.6722183,0.31195167,1.8446419,1159.6261509656906
,Location #8264,9.982769,1.430789,0.28916666,6.13709612578776E8,40,1.2463788,0.32293797,1.5124384,1295.8585323095322
,Klouékanmè,6.978275,1.877352,0.49,5.49105513078776E8,40,0.3893327,0.39929277,3.473034,1131.8689939975739
,Djidja,7.351298,1.885192,0.34,5.71481440578776E8,20,0.5587605,0.43368274,1.0650855,1220.5597347021103
,Location #8307,6.872531,2.546144,0.32333332,5.268348062454427E8,10,1.7399584,0.58705133,2.6492724,1312.7612215280533
,Location #8248,10.549687,2.670738,0.28166667,6.399883002454427E8,40,0.85013765,0.2968378,0.2788231,1095.5600630044937
,Location #8341,9.469399,1.706995,0.33166668,6.083476439121094E8,20,0.56986135,0.41334918,0.46770352,1411.5201815366745
,Kassaguinin 2,9.491091,2.977839,0.32166666,6.088321937454427E8,40,1.2631084,0.3364357,0.29579192,1184.0692086219788
,Location #8241,9.627297,2.604379,0.31583333,6.091046769121094E8,40,0.88904685,0.3180521,0.2857997,1217.5642417669296
,Location #8287,10.876217,1.024557,0.31833333,6.355386089121094E8,40,0.49687088,0.2643704,0.5012879,972.315778978169
,Ouinhi,7.152267,2.46274,0.34083334,5.409440659121094E8,40,1.0518674,0.46365696,2.0382586,1188.955685377121
,Location #8321,6.672812,2.313177,0.5491667,5.3278400457877606E8,10,0.4918191,0.5596143,1.8087256,1274.1621436476707
,Location #8225,7.017135,1.873445,0.32833332,5.49105513078776E8,10,1.2228167,0.45173734,1.8214207,1188.2298392951488
,Takotiéta,10.313045,1.101118,0.35083333,6.19988337078776E8,40,0.91772646,0.3499139,0.78189826,1146.975521095097
,Adido,6.839597,2.504727,0.38083333,5.2587103107877606E8,10,3.4456787,0.5517975,0.72989535,1329.8953474760056
,Location #8338,10.388906,0.980364,0.345,6.228774414121094E8,40,2.3610942,0.32565722,0.8053086,1131.4798653125763
,Bohicon,7.139635,2.079679,1.1691667,5.49182310078776E8,20,1.3996533,0.33098462,17.46453,1233.2083386778831
,Location #8292,7.95193,2.437845,0.32666668,5.696501792454427E8,10,1.2720451,0.49187678,0.51874197,1147.2791315317154
,Gogounou,10.871795,2.815274,0.37916666,6.49869918078776E8,40,0.23187147,0.28854197,0.61739695,1016.9394204616547
,SINANGOUROU,9.778373,3.147906,0.33916667,6.219791052454427E8,20,1.5391157,0.3307823,0.40791652,1277.647748798132
,Borodarou,10.974938,2.909193,0.31833333,6.51544925078776E8,40,0.84577376,0.28359213,0.37929693,1012.5662355422974
,Fô Bouré,10.098872,2.399399,0.34666666,6.259826589121094E8,30,1.0234063,0.37165692,0.6497421,1195.8769257068634
,Location #8240,7.05178,1.891391,0.34083334,5.548588109121094E8,10,3.04588,0.46970382,2.7677126,1211.0079863071442
