identifier,village_name,lat,lon,viirs_radiance,solar_radiation_j,landuse_code,terrain_slope_deg,ndvi,worldpop_density,rainfall_mm
,Bambaga,11.578888,2.483838,0.29833332,6.552649474121094E8,40,0.5635587,0.2757747,0.5159845,950.125207901001
,Location #16942,11.082721,2.166446,0.3175,6.50298070578776E8,40,0.6232985,0.27618527,0.4945363,1089.0946893692017
,Location #16881,11.29022,2.623121,0.31666666,6.543057687454427E8,40,0.59843314,0.3304882,0.36812332,989.0391061455011
,Location #16959,11.077401,2.420385,0.29583335,6.511613357454427E8,20,0.63004297,0.35718563,0.36282724,1074.9922090619802
,Béroubouay,10.493303,2.712762,0.34333333,6.399883002454427E8,40,0.85013765,0.285325,0.31009465,1107.6455700397491
,Ounet,11.186495,2.454973,0.31166667,6.524866267454427E8,40,0.6261058,0.31990716,0.41782612,1026.9668312072754
,Bagou,10.842822,2.689009,0.29166666,6.47354468078776E8,40,0.4984222,0.26791024,0.26983318,1025.6152239441872
,Morou,10.65064,3.277393,0.30166668,6.470530729121094E8,30,0.7345015,0.37165603,0.1995283,1135.7108618021011
,Kabo,9.118411,3.022363,0.32333332,5.957254229121094E8,40,1.2135024,0.34906563,0.23629285,1230.7451874017715
,Location #16882,11.066637,2.545008,0.34,6.512443064121094E8,40,0.07729086,0.37426957,0.2860052,1038.6892412900925
,Bonhanrou,11.44394,2.46334,0.35,6.551547637454427E8,30,0.64949924,0.323955,1.0701017,968.9210119247437
,Location #16930,9.629206,2.049827,0.30333334,6.107641244121094E8,20,0.77058,0.3722818,0.28795207,1337.5529783964157
,Location #16957,9.631793,2.027355,0.315,6.111751337454427E8,20,0.7342609,0.49992302,0.33213514,1313.72216963768
,Abidomey,6.735463,2.580595,0.35333332,5.2416232257877606E8,40,0.32075983,0.5278345,0.96984273,1304.3870728611946
,Lalidji,12.146575,3.054126,0.3325,6.661355019121094E8,40,0.5528072,0.22944687,0.2932135,697.0555287003517
,Location #16899,9.601639,2.504295,0.31083333,6.09144762578776E8,20,0.17332108,0.34644324,0.14977603,1265.5146298408508
,Location #16897,10.679624,2.468392,0.27166668,6.437351102454427E8,40,0.39325857,0.27904433,0.16662677,1084.2467417120934
,Location #16918,9.117777,1.787461,0.28916666,5.980787157454427E8,20,0.6250856,0.51210344,0.18231753,1422.5595930814743
,Sé,6.729472,2.085794,0.445,5.363729462454427E8,10,1.7994622,0.645671,0.71740067,1165.22685110569
,Gogoro,8.308899,2.671563,0.30333334,5.69549623578776E8,20,0.45194048,0.39731544,0.44720256,1246.5253666639328
,N'Dali,9.855211,2.697434,0.3675,6.200452427454427E8,40,0.32317227,0.34623748,1.2043083,1140.5248787403107
,Location #16895,10.926927,2.719676,0.29083332,6.492443972454427E8,40,0.92740995,0.2716099,0.41991472,1017.1162232160568
,Location #16954,11.091894,2.302214,0.28833333,6.51119683078776E8,40,0.9482141,0.3195539,0.456369,1068.3907360732555
,Sori,10.739661,2.758482,0.32833335,6.455477189121094E8,40,0.4720057,0.2524099,0.32503113,1029.6456645727158
,Manta,10.33091,1.127505,0.34,6.19988337078776E8,40,1.2189211,0.32944563,0.77510667,1146.975521095097
,Manta,10.378989,1.138128,0.31333333,6.22414767578776E8,40,0.44086576,0.4037334,0.74001116,1098.8597246855497
,Location #16879,10.919561,2.406979,0.33,6.474531112454427E8,20,0.41728437,0.38976294,0.15475759,1057.8656621575356
,Location #16956,11.073772,2.111589,0.31166667,6.485654614121094E8,40,0.73460907,0.35526493,0.32262513,1075.4981143325567
,Mélan,9.2662,1.726819,0.29833335,6.035995597454427E8,20,0.9307094,0.406137,0.22229129,1459.947384238243
,Kandi-Fô-Gah,10.962708,3.021875,0.30166668,6.515003779121094E8,20,0.8407799,0.34233418,0.30464506,1013.4496114850044
,Location #16923,11.183521,2.138009,0.30166668,6.491000082454427E8,40,0.62610394,0.30432945,0.20181489,1033.8384672403336
,Location #16904,9.370481,1.820765,0.37333333,6.061870387454427E8,20,0.95257515,0.34597516,0.15844595,1373.731538772583
,Location #16935,11.335736,2.240722,0.27083334,6.511141952454427E8,40,0.80324584,0.2573636,0.49220237,1024.051289498806
,Ounet,11.106773,2.447741,0.3025,6.511613357454427E8,40,0.42307216,0.31920162,0.45754266,1045.61120255664
,Location #16928,10.451754,2.054386,0.7991667,6.324534092454427E8,40,1.1058372,0.3534975,0.39677158,1153.7138562202454
,Kandi,11.236256,2.823957,0.31666666,6.536332714121094E8,40,0.5983389,0.27270862,0.500757,930.5124481320381
,Location #16898,10.963238,2.26256,0.29,6.493103709121094E8,20,0.79921937,0.34561893,0.24094877,1057.9150063991547
,Location #16939,10.681063,2.755483,0.29833335,6.455477189121094E8,20,1.3851681,0.26648593,0.60265756,1053.3388150334358
,Location #16931,11.030849,2.437577,0.29166666,6.49371812078776E8,40,0.34696165,0.3402096,0.24945565,1081.3729676902294
,Location #16916,11.529014,2.362015,0.29166666,6.54060131578776E8,40,0.49788553,0.29616198,0.3563975,932.2669124212116
,Bayakou,9.35362,1.758489,0.38833332,6.061870387454427E8,20,0.84378564,0.46729088,0.3105622,1377.7803337574005
,Basso,10.534408,3.646893,0.30416667,6.467341867454427E8,20,0.49636775,0.3251417,0.5684964,1255.8336526155472
,Founougo,11.505026,2.598616,0.29166666,6.555112254121094E8,40,0.39153838,0.26683775,0.5553666,934.6861320957541
,Kaobagou,11.039579,1.939919,0.58666664,6.43731189078776E8,40,2.3164616,0.31052765,0.65491915,1100.9406376183033
,Basso,10.500535,3.618453,0.30166668,6.467341867454427E8,40,0.42233244,0.26843828,0.383389,1256.5868476629257
,Location #16884,10.988038,2.346783,0.30666667,6.493103709121094E8,40,0.45291343,0.34060353,0.34188482,1062.099072381854
,Gbanson,10.763264,3.419427,0.29333332,6.498497132454427E8,20,0.7634481,0.35253638,0.1688276,1138.015096127987
,Location #16926,10.729186,2.156373,0.33666667,6.41605351578776E8,40,0.28211558,0.3336342,0.27009976,1123.2040519714355
,Location #16909,11.30377,2.616983,0.34416667,6.543057687454427E8,40,0.34702903,0.30217576,0.43013373,992.541650891304
,Gamboré,10.887328,2.18655,0.32750002,6.463685502454427E8,40,0.7779889,0.3360017,0.43508476,1112.902843594551
,Kouporgou,10.257359,1.067283,0.27416667,6.19988337078776E8,40,0.63307524,0.30668354,0.99417216,1100.776969537139
,Sampèto,11.583768,2.419115,0.32916668,6.542868282454427E8,40,0.473373,0.28266895,0.53416944,923.7556375265121
,Location #16811,10.291687,1.051001,0.37083334,6.20437152078776E8,40,0.86748606,0.33521512,0.7750707,1111.7550834268332
,Location #16823,10.664049,3.54656,0.33916667,6.490952557454427E8,40,0.89560556,0.3190418,0.14822413,1184.5022983551025
,Cobli,10.525481,1.143523,0.4925,6.24839764078776E8,40,0.8868954,0.3437465,0.30856112,1007.9803521931171
,Bagou,10.826855,2.744612,0.32916665,6.47354468078776E8,40,0.5203623,0.27326894,0.43946427,1029.036713063717
,Location #16763,9.136751,1.689455,0.45666665,5.984640489121094E8,10,0.5466541,0.41184253,0.19557498,1447.0574686527252
,Kandérou,11.520171,2.527675,0.33416668,6.552696362454427E8,40,0.55215716,0.27921402,1.9440968,935.0413452535868
,Location #16814,7.552728,1.851631,0.345,5.767395019121094E8,20,0.39741752,0.4758667,0.24237314,1192.172149002552
,Ouara,10.649817,2.674618,0.32333332,6.451241469121094E8,30,0.6615801,0.2861595,0.4220903,1065.0419101119041
,Location #16855,9.564183,1.587638,0.31666666,6.103161359121094E8,40,1.2335593,0.39900148,0.49662673,1350.709075331688
,Poto,11.313419,2.558878,0.35333332,6.543057687454427E8,40,0.671826,0.29593596,0.587518,1014.3621730804443
,Gnonkourakali,10.021223,2.91338,0.27583334,6.261746804121094E8,20,0.630406,0.31844416,0.612737,1186.600305557251
,Location #16756,9.965054,2.624899,0.32666668,6.23554753078776E8,20,0.47032776,0.39070663,0.24896498,1138.759340763092
,Sandilo,9.54389,3.141173,0.335,6.10969529078776E8,40,1.4624103,0.34448075,0.41414946,1198.3202095627785
,Location #16746,10.444785,2.059506,0.39166668,6.324534092454427E8,40,1.4919032,0.33343953,0.34014723,1153.7138562202454
,Simpérou,11.323092,2.457376,0.58916664,6.540374072454427E8,40,0.630573,0.3322643,2.2696383,1000.8298473358154
,Sori,10.698242,2.805233,0.30916667,6.455477189121094E8,40,0.4008069,0.3057388,0.3921387,1037.4619886875153
,Kérou,10.807309,2.16605,0.35833335,6.443680652454427E8,30,0.89600194,0.31836894,0.7005418,1146.299176812172
,Location #16819,11.244344,2.208293,0.34333333,6.508290629121094E8,20,1.3925669,0.32043806,0.5375414,1047.8529520481825
,Bérékossou,10.702226,2.088037,0.285,6.405080209121094E8,40,0.63144636,0.3018156,0.5482899,1134.683099269867
,Ounet,11.136236,2.421699,0.32,6.511613357454427E8,40,0.60841477,0.29182148,0.4078848,1045.61120255664
,Location #16824,9.880753,2.072461,0.3175,6.176004672454427E8,20,1.05665,0.39376467,0.24160789,1329.7527339458466
,Kokiborou,10.952805,2.201229,0.28166667,6.484929159121094E8,40,0.93828136,0.332463,0.43141726,1083.3531168103218
,Location #16827,10.275361,1.081701,0.32583332,6.19988337078776E8,30,0.4998245,0.32695505,1.172629,1100.776969537139
,Sinawourarou,9.585361,2.79549,0.355,6.087474942454427E8,40,0.63786554,0.3075488,0.24300042,1231.718910574913
,Location #16836,9.122586,1.790821,0.3225,5.980787157454427E8,20,1.2821262,0.37639567,0.17466976,1422.5595930814743
,Location #16847,11.026026,2.009401,0.31166667,6.45539890078776E8,40,0.73900497,0.3283174,0.38390934,1079.8525549173355
,Location #16747,10.974851,2.030518,0.34416667,6.45539890078776E8,40,0.39107162,0.31837007,0.3562212,1082.638457775116
,Songorogougou,11.278607,2.357617,0.32750002,6.528073712454427E8,20,0.89203846,0.29847232,1.6833663,1038.2042381111532
,Location #16854,11.102641,2.326439,0.32166666,6.51119683078776E8,40,0.4725783,0.31230968,0.5471818,1052.0477209687233
,Goumori,11.136094,2.185184,0.3225,6.50298070578776E8,40,0.71313643,0.38341963,0.56627995,1079.2671004533768
,Kokiborou,11.194904,2.332258,0.29416668,6.516513459121094E8,40,0.3912625,0.28453302,1.7067314,1052.6840371321887
,Location #16777,8.05661,2.583648,0.3025,5.661197979121094E8,20,1.3617013,0.43962768,0.23386632,1247.2183211892843
,Ounet,11.122154,2.44311,0.29916668,6.511613357454427E8,40,0.54672396,0.29263502,0.38242123,1045.61120255664
,Gbérou-Daba,10.22429,2.96252,0.30833334,6.346912069121094E8,20,0.9364242,0.38187996,0.30999234,1142.6175605654716
,Location #16858,11.034727,2.09565,0.37083334,6.467593167454427E8,30,0.47037324,0.35773206,0.28414822,1086.0889531373978
,Location #16749,10.401965,2.610494,0.29833335,6.36807281578776E8,40,0.7114151,0.3281772,0.25319982,1117.5980594158173
,Kadiri Kparou,9.504473,2.740177,0.33666667,6.055673974121094E8,10,0.3228519,0.36512765,0.23638615,1267.6422476768494
,Location #16839,9.123999,1.885071,0.30916667,5.977010064121094E8,10,0.96748126,0.4456658,0.2870891,1417.7307107448578
,Location #16775,9.615991,2.047478,0.32083333,6.111751337454427E8,20,0.9524106,0.49149865,0.2547125,1313.72216963768
,Sompérekou,11.309058,2.561562,0.33083335,6.543057687454427E8,40,0.40160662,0.3409273,0.6010462,1014.3621730804443
,Setto,7.535859,2.054884,0.33416668,5.68485546078776E8,20,0.55117786,0.4490406,0.66539186,1182.7750281095505
,Bonhanrou,11.446934,2.462008,0.37833333,6.551547637454427E8,40,0.4173925,0.32792205,1.1762178,968.9210119247437
,Location #16759,11.096514,2.430256,0.33083335,6.511613357454427E8,20,0.6691562,0.32494357,0.37852108,1074.9922090619802
,Location #16829,11.277587,2.599989,0.33416668,6.543057687454427E8,40,0.48978922,0.3133191,0.5002368,1005.2491745948792
,Location #16861,10.428472,1.370925,0.31166667,6.213768967454427E8,40,0.97106254,0.33490217,0.99610066,1241.7481445074081
,Takotiéta,10.327868,1.047685,0.32750002,6.20437152078776E8,40,0.33062539,0.26927838,0.76655585,1101.1168597340584
,Location #16754,11.104997,2.423933,0.30583334,6.511613357454427E8,40,0.3509375,0.3332984,0.3474154,1045.61120255664
,Ounet,11.158013,2.386427,0.305,6.51691481078776E8,40,0.46373534,0.35222787,0.51684916,1049.5266525875777
,Location #16744,11.099465,1.12819,0.32833335,6.39005835078776E8,30,0.9826201,0.27842644,0.11837387,938.2845741063356
,Ouara,10.600983,2.696472,0.305,6.425656762454427E8,40,0.71187013,0.2569068,0.27951515,1075.9196238517761
,Kandérou,11.620681,2.563419,0.34083334,6.55526810078776E8,20,1.5796633,0.28712922,0.58367264,927.194304510951
,Location #16812,9.820666,1.810613,0.36333334,6.149931527454427E8,20,1.4237666,0.39569026,0.43764836,1366.8511629104614
,Location #16771,10.603323,2.717888,0.24916667,6.425656762454427E8,40,0.9064402,0.30557838,0.38572347,1074.0114043354988
,Korontière,10.319991,0.976711,0.34416667,6.20437152078776E8,40,1.4406677,0.2723002,0.6142507,1118.6318301558495
,Toura,11.106964,2.355559,0.28166667,6.511613357454427E8,40,0.23187147,0.27122942,0.51783454,1056.0666160136461
,Ahicon,7.080094,2.484605,0.32916668,5.359218737454427E8,20,0.07788502,0.5647367,1.2369683,1267.3776870965958
,Faranguédou,11.187271,2.888817,0.3125,6.53691659578776E8,40,0.6489504,0.27963594,0.7576063,977.6752547733486
,Location #16831,10.412607,1.380558,0.31833333,6.213768967454427E8,30,0.5554856,0.35040334,0.6431819,1241.7481445074081
,Location #16838,10.715508,3.542267,0.35916668,6.490952557454427E8,20,0.5258418,0.26311833,0.23820274,1165.8399230241776
,Location #16782,9.460336,1.689617,0.34666666,6.083476439121094E8,30,1.030191,0.30715054,0.4017657,1396.0696343183517
,Mota Koaro,12.316314,2.938642,0.3075,6.68925867078776E8,80,0.17364939,-0.25489464,0.3149116,718.7276664739475
,Location #16765,9.469186,1.895526,0.315,6.086051932454427E8,10,0.5466648,0.49276155,0.3926829,1344.5812904834747
,Gouré Kié,10.799278,3.631771,0.25166667,6.510362662454427E8,40,0.175324,0.29942262,0.20948306,1188.249331107363
,Ouéré,10.821141,2.80137,0.28833333,6.48072943078776E8,40,1.2962265,0.30963475,0.29626375,1038.9677416086197
,Location #16799,11.437133,2.79585,0.28,6.547923319121094E8,40,0.3864487,0.30830422,0.12624015,924.5705507099628
,Beroubouay Peulh,10.494928,2.709808,0.34333333,6.399883002454427E8,40,0.85013765,0.285325,0.31009465,1107.6455700397491
,Kokiborou,11.090823,2.238958,0.3025,6.50298070578776E8,30,0.84606475,0.27590644,0.7823843,1102.044659793377
,Goua,10.007312,2.838468,0.30666667,6.248119772454427E8,40,0.7710288,0.33306667,0.32721627,1148.7848849594593
,Location #16792,11.212565,2.606578,0.28,6.52873183078776E8,20,0.7993852,0.31362635,0.3832475,972.6586116552353
,Ahouango,6.614073,2.005027,0.5183333,5.394129859121094E8,30,0.7747307,0.6209497,3.4088259,1127.1539531946182
,Guessou-Sud,10.089556,2.586203,0.30416667,6.27183821078776E8,20,0.82889307,0.35809094,0.22525439,1159.425753608346
,Location #16826,9.947284,1.786675,0.28833333,6.16487199078776E8,20,1.1449703,0.41009775,0.632217,1293.294199347496
,Location #16755,8.231539,2.140354,0.32416666,5.799748699121094E8,20,1.5630839,0.46555242,0.58441806,1268.6483453512192
,Location #16865,10.559682,2.007271,0.32833332,6.365198819121094E8,40,1.4233218,0.4178159,0.21702449,1170.4259514808655
,Bounin,9.654524,2.766177,0.26916668,6.12372836078776E8,20,1.3208928,0.33833095,0.23045857,1226.4105460643768
,Location #16802,10.505693,2.913222,0.295,6.406246034121094E8,20,0.70001084,0.4238225,0.18775243,1120.7939799427986
,Boukoubourou,10.974505,2.253956,0.28666666,6.493103709121094E8,40,0.7780758,0.34594494,0.29358438,1057.9150063991547
,Location #16742,9.341251,1.642156,0.2825,6.034461717454427E8,20,1.0847745,0.47397548,0.19965532,1460.4581584334373
,Location #16833,10.356123,3.023411,0.29583332,6.38821771078776E8,30,0.59685236,0.3444633,0.20818302,1158.9423025846481
,Location #16841,10.489093,2.744663,0.29833332,6.399883002454427E8,20,1.2755096,0.32846406,0.3245113,1107.6455700397491
,Location #16774,7.388165,2.297281,0.3025,5.581057659121094E8,20,1.8061236,0.42962337,0.3789303,1184.1217692494392
,Kokiborou,11.217886,2.353161,0.31166667,6.51691481078776E8,20,1.1242939,0.28751674,1.8643775,1021.051306693349
,Location #16813,11.14063,2.47836,0.34666666,6.512443064121094E8,40,0.5981751,0.27865037,0.37826675,1032.142870310694
,Location #16805,10.871196,2.437386,0.28666666,6.474531112454427E8,40,0.8645829,0.36373916,0.17401771,1082.9405082464218
,Songorogougou,11.256147,2.373529,0.30333334,6.528073712454427E8,40,0.7726369,0.3558221,1.816459,1038.2042381111532
,Location #16773,10.681143,0.949599,0.31166667,6.30830745578776E8,40,0.5467071,0.26615033,0.46967593,1048.3278521299362
,Gorouwon,10.652753,3.709651,0.3025,6.50262420078776E8,20,0.5641178,0.29397628,0.1306844,1214.0845210552216
,Béroubouay,10.487524,2.71453,0.285,6.399883002454427E8,40,0.6475209,0.33916938,0.30868798,1107.6455700397491
,Location #16752,10.904253,2.470301,0.3075,6.478016789121094E8,40,0.41728038,0.3063817,0.17819247,1063.1761611402035
,Ounet,11.177986,2.424356,0.30666667,6.51691481078776E8,40,0.57273465,0.34631857,0.49209523,1040.45163025707
,Location #16842,10.308544,2.276765,0.3225,6.32187236578776E8,30,0.7774531,0.33138502,0.4284491,1090.512350678444
,Tisserou,11.106711,2.89233,0.33833334,6.529507797454427E8,30,0.6691641,0.27374431,1.6595652,1001.5775204245001
,Location #16845,11.523117,2.408019,0.33916667,6.54060131578776E8,20,0.93714267,0.30458376,0.7713518,920.991144657135
,Igbomakro,9.051598,1.933681,0.30583334,5.977010064121094E8,40,1.2097894,0.4081849,0.5559356,1393.0641103982925
,Location #16760,10.774642,2.407044,0.32083333,6.45553233578776E8,40,0.54671043,0.367118,0.14550471,1099.3058656156063
,Sinisson,9.789938,2.717786,0.31333333,6.159136812454427E8,40,1.4236456,0.30904624,0.5069266,1212.0781351327896
,Beroubouay Peulh,10.492572,2.706755,0.30916667,6.399883002454427E8,20,1.4369464,0.32817152,0.30721378,1107.6455700397491
,Ounet,11.161201,2.385371,0.305,6.51691481078776E8,40,0.46373534,0.35222787,0.51684916,1049.5266525875777
,Ouenou,9.87204,3.308836,0.29666668,6.295712462454427E8,30,1.4683892,0.35534498,0.4085005,1365.0119091272354
,Location #16590,10.858445,2.780824,0.32166666,6.49869918078776E8,40,0.60817283,0.293222,0.51918864,998.5975825786591
,Location #16664,10.998059,2.931086,0.31583333,6.51544925078776E8,40,0.4970576,0.27517715,0.32783845,1012.5662355422974
,Location #16677,11.290062,2.648912,0.3125,6.543057687454427E8,40,0.22077744,0.3426179,0.33554825,989.0391061455011
,Location #16703,11.071417,2.428053,0.305,6.511613357454427E8,40,0.78226775,0.3556806,0.35687962,1074.9922090619802
,Location #16716,11.121366,2.197531,0.30083334,6.50298070578776E8,40,0.9483217,0.34543765,0.61170346,1079.2671004533768
,Songorogougou,11.257672,2.368199,0.3125,6.528073712454427E8,40,0.673517,0.28225636,1.7385405,1038.2042381111532
,Location #16606,11.172521,2.187793,0.26833335,6.508290629121094E8,40,0.2824114,0.32904014,0.4051326,1047.9124940633774
,Zè,6.69027,2.249534,0.4875,5.350281767454427E8,10,0.6643169,0.596264,1.724699,1250.9959464073181
,Location #16663,10.943593,2.770647,0.30416667,6.49869918078776E8,40,0.40112463,0.2585473,0.5233562,993.704922914505
,Location #16615,10.621428,2.796805,0.29083332,6.429465109121094E8,40,0.93781805,0.24583429,0.28640935,1056.8958185315132
,Location #16696,11.023521,2.070026,0.29166666,6.467593167454427E8,40,0.5005854,0.31330356,0.30028746,1086.0889531373978
,Bembéréké,10.205604,2.717998,0.3625,6.314116084121094E8,20,1.2510439,0.4214322,0.48638535,1104.2047892212868
,Bayakou,9.357206,1.723157,0.27916667,6.06087118078776E8,20,1.0460268,0.42521372,0.2501703,1443.4671857357025
,Béroubouay,10.491366,2.717722,0.29666665,6.399883002454427E8,40,0.31899658,0.30125242,0.31624168,1107.6455700397491
,Datori,10.3838,0.818598,0.305,6.237920977454427E8,40,0.6699888,0.28766975,0.846567,1086.8686563074589
,Location #16662,11.014594,2.056766,0.31416667,6.467593167454427E8,20,0.78874004,0.3174505,0.30088294,1086.0889531373978
,Ouenou,9.96001,3.336961,0.3725,6.325411502454427E8,20,1.5968107,0.3936994,0.3915659,1263.005691230297
,Location #16587,11.138536,2.360194,0.3475,6.511613357454427E8,40,0.4231141,0.31211916,0.56203616,1056.0666160136461
