village_name,longitude,latitude,population
Location #4429,1.3430659861619612,10.552555601020616,227
Lokossa,1.812705781822607,6.6926577421900175,191
Diho,2.533252689789511,8.09065062562017,57
Sirarou,2.6563203322991824,9.57205892228399,62
Agbangnizoun,1.9356278158205371,7.05058691975238,52
Kétou,2.5167884690593456,7.2481030293011655,144
Tinhourè,2.2281344600535706,11.016361510860058,49
Location #13372,2.55750044319102,11.135035839873538,54
Songorogougou,2.3713864243743106,11.276453841044905,1201
Parakou,2.524583206424515,9.35851809974097,70
Manigri,1.7022035538232383,8.939917775116207,67
Malanville,3.4982008169679166,11.60403795937084,412
Sé,2.081366861623971,6.73143348193921,49
Materi,1.0344932408133471,10.714363105840613,245
Kalalé,3.246282992117961,10.093090873769512,178
Kandi,3.084607230449815,11.08423884891669,31
Location #6380,1.1397776298037365,10.598712603217225,144
Location #16426,2.727635266873149,10.976627519771698,34
Location #9491,2.315074764951176,6.786150845578945,85
Obanigbé-Fouditi,2.6481280143205166,6.896567651946798,1454
Igbo-Assan,2.590290777850385,6.828021868337463,59
Djidja,2.0032546450263995,7.365588873187618,64
Sompérekou,2.5017337485348774,11.289325322197357,80
Location #15013,2.49561331787845,10.443809175445047,46
Kandi,2.989929776361886,11.210813323271372,95
Dassa-Zoumé,2.393637973087841,7.640641331583293,170
Kétou,2.6572219970505704,7.654220610888169,214
Location #17106,2.2711641870017276,10.582441933323825,21
Kokiborou,2.306527710902925,11.222946477470908,44
Location #14615,1.6680751738030273,9.89111620731997,46
Location #14623,2.369389725677273,10.86088705373216,46
Dassa-Zoumé,2.455824093744596,7.611421968225937,46
Location #2588,1.6825370700208782,9.85118494689927,441
Location #9005,2.406723771746061,11.667017667294218,90
Tchaourou,2.0948554109822495,9.093009276057307,237
Houéyogbé,1.9032779902580494,6.513041412588362,46
Béroubouay,2.692111223694055,10.481329961892156,180
Copargo,1.5411050666631978,9.851252712142987,90
Location #5638,0.8209721924934823,10.494348874848123,168
Location #8287,1.024556678664667,10.876216655998737,103
Bohicon,2.151919367673457,7.126506155128057,464
Location #473,2.1417309554716435,7.202779337007666,3339
Sourou Tawi,1.678649454117348,9.045970225350795,64
Ouèssè,2.6504589899518303,8.73195254811272,1090
Adido,2.5288113274137656,6.854792934689043,124
Parakou,2.529704829711553,9.47788930459596,160
Location #14075,2.6849034193294883,10.588968493311393,49
Location #14553,2.8274965082523607,10.602416451388956,49
Dassa-Zoumé,2.344053152635757,7.377940030545443,407
Savalou,1.6752921761342194,7.758518199370483,425
Manta,1.0911984032275326,10.383405601616923,64
Tchaourou,3.018823092072132,9.296980042700762,168
Gbékandji,2.5416560588014683,6.692398363383459,155
Kpébié,2.9966201818905938,9.685726743895232,62
Djougou,1.5732853631318515,9.611747725038668,98
Location #10983,2.566836636318986,6.614453335291509,70
Gando Namoni,0.7760790040048103,10.382046908363355,39
Pobè,2.723525121206911,7.1153460503455195,101
Atchonsa,2.4959769201218838,6.862580758920606,77
Tori-Bossito,2.10388772788957,6.489791727140442,44
Dérassi,3.209400651133329,10.227236555373144,160
Tchaourou,2.6935151199178757,9.121793323649184,49
Kalalé,3.540721023769246,10.47768642689462,54
Ouadjito,2.0139814746465605,6.554717105021413,52
Kouandé,1.8307627187364575,10.413434631471373,624
Location #5986,2.6995510268182814,9.597857763498238,155
Gbéré,2.624810167183206,8.0413200223857,379
Gninsy,3.031030874986785,9.624595636087166,36
Lokossa,1.6733975594068762,6.665098312775497,116
Banamè,2.3092166769277296,7.398863463542926,307
Ferme Wawarou,2.0711139742103217,10.882653511208547,46
Ouaké,1.3926683561402213,9.62020348271257,95
GORÉ,3.1691189528187467,9.81075479004295,1126
Adounko Daho,2.270826379012631,6.353894566919069,2385
Location #13877,1.365780406147267,10.18806990728149,52
Ouèssè,2.6098988223336406,8.488340417088164,2201
Tori-Bossito,2.073918122280509,6.5742373661746685,54
Natitingou,1.3175342083470556,10.308149747578538,62
Location #14047,2.055509035643398,6.432674687392334,52
Location #11994,2.4286425036964,11.460788293959018,62
Ouaké,1.5240393192322452,9.59109141644339,168
Location #9225,2.1308925836134023,7.369104511477804,88
Sompérekou,2.5789761392176196,11.281681197766655,57
Sé,2.1245186533836247,6.754008004611346,121
Awonou,2.525358420561417,6.750325932338433,126
Ouinhi,2.462740329757392,7.15226655933608,103
Lobogo,1.9181271441958232,6.698797562575078,77
Igbo Ougouchi,2.48015690098399,6.9382223559193665,70
Location #7249,1.3222801436702831,10.435086059108837,121
Boukombé,1.1184752191106093,10.215758858965874,204
Kouandé,1.6401102127182308,10.24273799281825,39
Késsounou,2.495675476079083,6.50996175675619,2423
Darnon,2.7191214861244455,9.466982415157176,39
Location #5983,2.1700265921383575,11.087921118741944,157
Location #4600,1.4293946807691311,10.63746981738222,217
Ouèssè,2.7577425505761575,8.507273712729699,44
Location #6263,0.9001211731001623,10.8912728796408,147
Savalou,1.6979174412686906,7.752553132376822,358
Location #9812,2.3867839406259606,11.544598754667536,82
Location #13924,1.465320071505673,10.70825724326558,52
Malanville,3.3257023367544187,11.685126133045928,23
Tchaourou,2.562572666221673,9.235702057818537,46
Djougou,1.7967629402398038,9.706695203716317,67
Tchaourou,2.392721662981356,9.045767717737087,410
Location #2993,1.795769897419865,7.637303018407737,371
Gambané,2.8037248134341755,11.055528523617967,242
Location #6429,1.644007696169087,9.900344715492226,142
Kalalé,3.4070447492948164,10.182506663539776,54
Parakou,2.6629585152286,9.297362666500591,67
Location #9608,2.4446549751216002,7.0490201450968515,82
Location #3367,1.871288696006857,7.6125076809646925,320
Location #14570,0.8964828434546691,10.536251842809746,49
Natitingou,1.2701646059139564,10.341685735294533,103
Sakété,2.737129691536731,6.731576587789493,345
Hio Houta,2.2437531767800984,6.344381179515439,1124
Kassèhlo,2.0230258137841632,7.328207584106121,152
Bambaga,2.4712039470870297,11.564762923321261,278
Location #9194,1.8927561375019912,9.37375891288381,88
Houéyogbé,1.845578791599959,6.646987431053209,85
Location #1969,2.1425707339855906,6.807752183308882,601
Location #5039,2.2762305110623338,6.763801402488803,196
Location #1820,1.8108730762064909,9.75823918728951,655
Founougo,2.621679916722894,11.554132438343819,98
Ita-Djebou,2.611593295054464,6.808491055211363,80
Batran,2.3862847475183724,11.40462460987977,397
Cobli,0.9986247154075716,10.561629735500004,46
Savalou,1.8960829497139977,7.678771928747712,64
Houéyogbé,1.9059788537130298,6.51256539807578,49
Tchaourou,2.7812359142612544,9.048739956131396,59
Location #4959,2.346464585912098,6.693581299887574,198
Kétou,2.572167087628986,7.321253328105336,232
Kouaba,1.219846289988352,10.248511481820742,93
Location #5070,2.0949877787855176,6.4871771400191305,193
Location #13587,2.8154402931060787,10.641522453314707,52
Dantcha,2.621739749764408,10.458002269458216,41
Dassa-Zoumé,2.3015449692529253,7.697843774768007,294
Location #12652,2.602541474980133,9.703929621131868,57
Savalou,1.981154352969146,7.638708483587977,95
Location #16308,1.697911243666364,9.350565952542826,36
Location #1516,2.278007071946868,6.73192846767625,809
Kalalé,3.220101224273175,10.298606755934141,2284
Location #16723,2.1761364760093183,11.314592290198991,31
Akodeha,1.8776994164636025,6.478592831905658,80
Agonlin-Houégbo,2.4336071957838903,7.229308901156938,379
Location #12981,2.0655977839564628,6.420636124153389,57
Grand-Popo,1.7947616923141634,6.387653252816367,101
Manta,1.1448989839380543,10.367200354553496,57
Kandérou,2.5360906517456607,11.656105048455125,34
Kouandé,1.6303285494000832,10.23252125972432,631
Location #6407,2.3642667090994642,11.578207596198085,144
Location #13561,2.02303925330314,7.480493875045111,52
Location #2826,2.6363563794932507,7.895072284771556,399
Location #7524,2.2428457046174346,7.127791895091471,116
Anandana,1.424837678048281,9.94222071615298,75
Location #17072,2.2712422598420603,10.777624626355697,21
Kalalé,3.3078096614662265,10.250408650017725,265
Allada,2.230662068185821,6.756831122724239,152
Biguina 1,1.6503532377761312,8.804623840198548,85
Location #14522,2.393240068399009,6.657751311681497,49
Lobogo,1.9391788311283042,6.758010781141837,64
Taba,1.6418326474264529,9.26858995576143,59
Location #5544,2.591533084548178,7.798451252483679,173
Narerou,2.33755246552673,10.120429730133393,36
Kalalé,3.479562583989869,10.201869352024124,52
Ouadjito,2.0117100785808177,6.541354249480856,77
Location #7181,2.3598175468518,7.146160173871639,124
Location #15527,1.1570619758119076,10.661773585392526,41
Ko-Anagodo,2.663429377124427,6.610370468478074,52
Location #10264,1.8735764131776609,7.521374340973676,77
Location #11722,2.698273703002574,10.598771509132858,64
Kalalé,3.501058114643565,10.279776574809237,101
Location #8700,2.4824990208858946,9.615893539299028,95
Sagabannou,2.455812961882366,11.606915937982007,39
N'Dali,2.6606220535715006,9.846736932619566,54
Boko,2.6051097057365915,9.511242245128544,93
Location #2874,2.5676938519195502,11.444824640537542,392
Tomi,1.5271563441254972,9.78922908479303,497
Dogbo,1.702753817400937,6.790835348702199,222
Malanville,3.18265628394215,11.722493043350086,72
Basso,3.697629267724697,10.574998718613244,46
Location #7177,2.3810040403386856,11.147341697400238,124
Location #15572,2.0233992443246738,9.934091143621652,41
Pobè,2.697987438108454,7.11652467336683,108
Djougou,1.56480057238745,9.612970900984331,59
Goumori,2.2788519295954472,11.106183967046379,54
Location #8321,2.3131770620600225,6.672811899335294,103
Pira,1.6595425079611488,8.627611113996961,381
Boukombé,1.1455192779975152,10.193844214601468,180
Location #5112,2.7176602485615327,6.843048940465835,191
Ita-Djebou,2.604553749197236,6.799335481404891,168
Location #4822,2.0398157894407567,6.392253930920849,206
Tasso,3.3190715077699924,9.811173009184651,54
Location #12251,0.9023161507738442,10.833709177365499,62
Agbangnizoun,1.907654763295658,7.111999894653675,57
Location #9421,1.9602000217411837,9.635146810242473,85
Location #729,2.409588161703781,6.61907783916385,1717
Location #16525,1.8295104136568823,8.61056670864409,34
Location #9765,2.0104481293704914,7.42858249835309,82
Donwari,2.8296421146295385,11.130205707998522,59
Ouaké,1.4397068078903918,9.733704916017915,443
Kouandé,1.7976646779259626,10.112912476216033,44
Kouandé,1.7050661166906473,10.044831255658071,46
Kétou,2.7339998570084587,7.432310667970695,46
Yoko,2.5970840073902766,6.7410413366631285,196
Domè,2.206549897756859,7.093470799460057,131
Location #14233,2.8455450416502814,10.981460405601112,49
Sakété,2.6590387179891746,6.792115756689617,46
Tchaourou,2.8427978037809845,9.096126887445516,106
Sèmèrè I,1.3723532670480179,9.58740998958049,624
Saah,3.06624485870818,11.173710228302811,1737
Tabota,1.0206719706479273,10.425509446333894,101
KORA SEKO KPAROU,3.4181454641889073,9.94017255405028,54
Savi,2.11300901876175,6.419109586496146,85
Location #13928,2.643091334856471,11.5298189373769,52
Location #7063,2.655135717036297,8.174535875872422,126
GBÉGOUROU,3.0253129782535533,9.97192384579337,26
Location #6382,2.1754747613907597,11.24644640066197,144
Lokossa,1.8144626513193856,6.721402506846491,72
Ouenou,3.296345245597943,9.928984954041782,129
Location #4182,0.9055828382583826,10.891023432603017,242
Parakou,2.6997991519530617,9.339508498646529,325
Location #541,1.0016407514493244,10.901106142974307,2268
Mamatchoke,1.9653403371586096,8.261729639234863,62
Tchaourou,2.3856876404397163,9.355238457894174,44
Alfa-Kpara,1.7441381133720617,9.594426797222614,299
Ouèssè,2.6043725271723543,8.642782541191439,72
Doutou,1.9180421019979779,6.57965979023866,219
Sani Poutapouta,2.875818354993437,11.307907303435524,59
Location #8853,2.3301036165532656,11.144427807134344,93
Location #2508,0.9067193942220968,10.435272880311222,456
Tintinmou,2.3151444157270498,11.2318393208198,31
Location #16819,2.2082932595839653,11.244344047946639,28
Tagayé,1.2777241804910808,10.256890684114316,88
Dassa-Zoumé,2.3314686130477322,7.577606486137002,1611
Location #3931,2.1973015192500323,7.424377353976847,263
Takotiéta,1.071932414763041,10.333652253560103,253
Travo,2.6716230675610104,9.826313783613259,340
Materi,1.0988417200159546,10.767716784422154,286
Location #15018,1.4610621312708656,10.71657074665858,46
Waranzi,3.419229277653321,10.96041631069509,64
Kofounon,2.56757157591526,11.536466995281135,327
Location #13708,2.144101495672653,8.263325347198167,52
Malanville,3.199826126040046,11.671032394475073,469
Kandi-Fô-Gah,2.9840926925845164,11.01872784560117,62
Djougou,1.7191409814160894,9.71466193623515,196
Location #14802,2.449306948920638,9.516125886731835,46
Location #8547,1.7501006732661673,7.564179883979053,98
Dassa-Zoumé,2.136935462992859,7.566470346452649,951
Djèrègbé,2.634591160012262,6.412058757293639,915
Dogbo,1.6271032914007124,6.723557250432195,186
Boko,2.6268839590774915,9.51709434918794,95
Banikoara,2.465330564056719,11.15849495305125,67
Kandérou,2.5320558392326253,11.488284196405594,211
Location #11323,2.557057826003827,11.643263024248343,67
Nikki,3.2033605242233083,9.867437677473916,57
Tchaourou,2.6957155098258867,9.145026298677417,54
Location #7132,2.527534487367462,11.169365856212051,124
Location #17148,2.5889371755965533,10.982304342435956,18
Savalou,2.1324650459090075,7.526531792342107,52
Tchaourou,3.091336247761015,9.141934497363218,34
Kangourou,2.082636790141083,10.770266449735624,54
Onklou,1.9790528828149065,9.451851808707534,160
Location #14886,2.746878549093833,11.290735180671081,46
Pèrèrè,3.0196851640456934,9.760028807243277,98
Pobè,2.672801896033074,7.173053111267119,284
Location #1520,1.8360519208801032,7.632433475538182,807
Kouandé,1.7881134712097462,10.340036251114384,142
Tchaourou,2.481877457854491,9.24552270925251,85
Sèmè-Kpodji,2.6906806048037133,6.415881587008755,910
Location #12714,2.540116117372524,11.56492737313239,57
Lokossa,1.6909997741129112,6.639140306946729,300
Tori-Bossito,2.1021133125426004,6.513899530931884,57
Donwari,2.882609434748499,11.170395789655219,62
Djougou,1.7465036142928272,9.78521394102856,588
Toucountouna,1.302950972539072,10.52499147011601,131
Location #6542,2.3696003316176784,6.845890790164831,139
Location #16927,2.1403937138838893,9.766735600499853,26
Tchaourou,2.4124548027213124,9.048465934846103,85
Nikki,3.4357560148612234,10.106739998598936,175
GONNAN,3.323120791230429,9.941484556353382,64
Location #7305,2.297674568424282,6.783012954457801,121
Biguina 3,1.6384891228981537,8.75031819459242,67
Bérékossou,2.0880370586540558,10.702225971142497,28
Location #6233,1.7781558458389959,7.309959897423799,147
Tori-Bossito,2.098785397495885,6.52511734488193,1845
Natitingou,1.2715994768643748,10.368004910948521,34
Location #11434,2.2359720678011015,11.322782727823588,67
Location #5081,0.8112768461781658,10.567651573993603,193
Location #8748,2.3954476374528593,11.049412552801675,95
Kandérou,2.518208358648242,11.568773891251386,101
Aplahoué,1.8334931288839564,7.205088950353046,75
Location #11361,2.331714414533675,6.728272054919546,67
Cobli,1.0146200891426702,10.434588155701286,704
Simpérou,2.4833052071653077,11.30983219424882,54
Tori-Bossito,2.1771605824826334,6.532273934308285,361
Serekali,3.1456974214472724,9.928594611631437,149
Libantè,3.7560742251076196,10.695652839593297,77
Location #3638,2.308727312055626,6.767891078398127,291
Ouidah,2.1298199803159936,6.381249354621718,106
Gbanbanga,2.276610431268263,11.159371357919323,44
Djougou,1.7290568991476984,9.643302463597445,46
Location #12113,2.3277838559982253,7.009665656165719,62
Location #14698,2.634948177114096,9.647296764219803,46
BOWO,3.0561374062314037,10.070048337435052,23
Location #7687,0.9634350269809339,10.858590854342271,113
Ikpinlè,2.6762183492850617,6.888670067731223,152
Tchaourou,2.5820725240658096,9.397914975137853,701
Location #8674,2.055906978340815,6.470413499647511,95
Tchaourou,2.572538763252239,9.110138944808826,217
Allahé,2.2884503883883927,7.158234484710462,119
Ouinhi,2.4993612905559033,7.1418238422377005,85
Sado,2.7181825970490716,6.542763806008641,119
Ouaké,1.4170141089861372,9.729387022465803,237
Location #16556,1.3710617758166455,9.970377950839678,34
Kouandé,1.778889480650657,10.767848669636757,52
Tori-Bossito,2.2029894191897625,6.547494294051338,75
Location #13181,2.003775570043295,8.218779885328598,54
Lobogo,1.904789921133319,6.687818010819073,93
Mongo,2.8692717241144123,11.148040083972896,34
