village_name,longitude,latitude,population
Tantéga,1.0126475914413204,10.765301058647214,57
Yingnimpogou,2.472787541063584,11.526950597472712,149
Itchèdè,2.569086733189919,6.8991967072978415,121
Lokossa,1.773255519458686,6.711075938834518,485
Tantéga,1.0378436775474364,10.772328733272346,320
Ouaké,1.4278341760094786,9.542051247679206,64
Kalalé,3.048069290998076,10.110912338301102,423
Kalalé,3.300992348310239,10.170424429547378,546
Ichaagba Adoundoun,2.6336336756742296,7.0948487422400275,258
Sikouro,2.7609024917405054,10.028153988500602,62
Location #14040,1.55791550403147,9.45110896626667,52
Lobogo,1.9401152447179077,6.736707620954564,198
Location #7883,2.618882829630465,10.596372570629502,111
Location #10997,2.3171047698238225,6.805254820083043,70
Location #14302,0.9405360528165564,10.341154915839438,49
Lètè,3.52309973631493,11.03742939226511,77
Allada,2.036003457333549,6.705899999354477,44
Location #4320,0.9409352191518566,10.434097695868605,235
Nikki,3.2525968194980313,9.838389375291037,1193
Location #15633,1.5085400123928756,10.153709194102701,41
Agouna,1.6795404175403439,7.578237084734834,62
Kalalé,3.4166855237826814,10.289963720533931,98
Location #15902,2.7327585165397554,11.190715881041879,39
Tindji,2.1170678975591617,7.2528525682062694,67
Donwari,2.827638110111121,11.138583984298045,46
Location #9150,2.724438246000792,6.897063435960754,90
Ounet,2.4202933887203946,11.172042116939606,41
Nalouhou 1,1.6128976277081675,9.74728587349891,366
Kalalé,3.7068838401543553,10.634306784721142,34
Tchayagbangba,2.6481223464773236,8.245633220556526,423
Location #4987,2.8215776492023337,11.002890637681269,198
Dassa-Zoumé,2.1908703189543535,7.5922698255623,263
Location #9410,1.6062218945363047,9.211435561430802,85
Gomè,1.9772091152054119,6.366182643528028,52
Kouandé,1.7838094789760595,10.288721082110698,376
Location #2408,1.7723552858937859,9.591067433921125,479
Nikki,3.276220848259373,9.93157917958434,41
Ifangni,2.723703614609568,6.713122658865191,57
Location #9301,0.8338654188346041,10.517814671402746,88
Pobè,2.6774853520713062,7.083919582012577,41
Gamia,2.6681556677111717,10.371514925643293,88
Pobè,2.6527639470976623,7.068203881370533,59
Location #10385,1.9231593424768878,9.436857981020399,75
Kouandé,1.8187136877048418,10.009429174608503,52
Gnonkourakali,2.8919469146634613,9.955405437245776,70
Nikki,3.2687515773451206,10.166116614628075,407
Location #17035,2.0952697051624147,10.443605460062571,23
Kandi,3.02948314627112,11.076084601517593,36
Adjarawamè,2.5546397006974715,6.834464163402715,201
Awonou,2.569858755465647,6.759243635533861,101
Basso,3.6874634733590947,10.52386423108796,34
Location #1003,2.1710862016670687,11.138823790991088,1250
Bouratébé,2.5871428664258134,10.485938706409772,724
Kétou,2.7039335620902816,7.654795641296501,85
Allada,2.1145413289361694,6.679491181484487,729
Bopa,1.8434944866540104,6.720497849126547,170
Tchaourou,2.952118692325508,9.102645815928732,59
Basso,3.633232577803916,10.553769503596774,505
Dassa-Zoumé,2.4170306193627265,7.601892270765044,276
Ouidah,2.050384411261536,6.340541813844571,75
Allada,2.196626279842801,6.665308679108239,103
Kérémougourou,2.3120021254105922,11.347258476009094,31
Allada,2.108583073172345,6.662828452698439,2660
Tori-Bossito,2.1052100742123043,6.4969096268247,52
Korontière,1.0052952824280894,10.233968058634694,201
Kalalé,3.696374426958132,10.587448457829321,52
Location #14155,2.3971744450350068,11.665245426705422,49
Kpabegou,1.5362616618416305,9.790144482941566,317
Location #8855,1.925350953993013,9.773243914142995,93
Tisserou,2.875364703773491,11.1071736149366,232
Assogbénou-Daho,2.017885015199247,6.348598178645517,52
Nagayilé,1.54698104102791,9.342350928420313,90
Zounge,2.4914178479380946,7.019655547460098,126
Location #8340,2.1708346624187995,7.431436586166202,103
Lalidji,3.054125534099358,12.146575118782566,26
Bonou,2.4250367578098104,6.933881925260635,31
Angaradébou,3.0592182293258707,11.330063469681646,173
Sèmèrè I,1.3842236652067221,9.57730667668854,621
Location #3626,2.0789776465768046,6.796837213989321,294
Location #4746,1.358435473865878,10.447276518336823,209
Location #4076,2.48050139179321,11.129630411995766,253
Aklampa,2.1589728683756886,8.274710539021429,101
Tokpadomè,2.0186715029325555,6.511882691612158,52
Grand-Popo,1.9370595878974255,6.318878847372722,178
Kankoulga,1.530992826685127,9.943258001403729,222
Dédomè,2.0298813461232417,6.57688084823724,44
Tchaourou,2.4595350682066006,9.360251902520993,49
Parakou,2.5262415399028813,9.379372625965015,46
Dassa-Zoumé,2.0971387219932525,7.633945180400541,31
Toffo,2.0879528580414575,6.812204632024892,41
Gando Sanni,2.955694974962621,9.544486344510815,379
Toucountouna,1.3761882378841663,10.464381622792477,57
Taïti,2.790755817787522,10.343549503210449,152
Lokossa,1.6904913188071133,6.719038291100902,168
Tchaourou,2.734947737333293,9.224111036660174,31
Location #12626,2.5689472279610266,6.8637402185191885,63
Location #14432,2.6666521306943336,11.512901805210737,49
Barei,1.5339566218980092,9.643640923954413,54
Location #5692,1.3769164546495305,10.45604214375861,168
Location #4238,1.059022464414673,10.624291459575574,240
Location #16058,2.692879705284096,11.177247653740428,39
Cobli,0.9940452574403545,10.494452447674027,327
Gougnirou,2.441848404404047,11.447556855359915,320
Tabota,1.0534250020760085,10.38884166882745,126
Location #8560,2.296725145022325,6.75600845786473,98
Location #13985,2.670391653664776,11.479275289865365,52
Dégouè Domè,2.0601144270429663,6.32100658230748,418
Djidja,1.898789019007708,7.274466148230027,70
Location #15826,0.9831208105177367,10.757966283359067,39
Location #6708,2.0082636225367363,7.509753787516026,134
Kétou,2.6765753327410704,7.3626115658912585,80
Location #14872,2.8905803196679374,10.705367724924715,46
Sonsoro,2.7963478786954763,11.071804330461188,41
Banamè,2.30666751316267,7.409979878845031,157
Location #12009,2.8057333168075265,10.981860173787922,62
Touko,2.8363399723859954,11.052313866916677,54
Location #2441,1.686867117345001,9.951126064099883,469
Djougou,1.6984458277921652,9.837258207765116,70
Adjan,2.2111627903640128,6.72677341990012,121
Grand-Popo,1.8222039384265039,6.324694047944607,18
Manta,1.1178317564120683,10.387929118991478,49
Location #15075,2.2339008674951724,10.85217854032975,44
Kpomassè,2.0356636132059895,6.397022844004264,85
Kouandé,1.705557918255797,10.517240805851266,90
Pira,1.77244481191969,8.556950097863814,39
Dassa-Zoumé,2.0651317494087063,7.795610503187576,131
Djougou,1.6102837742024754,9.6959525068936,49
Nikki,3.2647693892306853,10.04042549572697,49
Location #12448,2.8847199476675414,10.420200537162199,59
Location #802,2.080709850366519,7.084966475724448,1544
Djoléni,1.9875482973898713,10.989299581660493,2235
Igbo-Aïdin,2.5298047056876656,6.962422071669027,18
Ita Itèlè,2.5546415899557293,7.106184659722318,59
Location #2670,0.8427759380793927,10.42183720887868,425
Gbéré,2.600877088873363,8.039121174533559,131
Atindomè,2.3403778345633857,6.712038495881482,62
Location #17164,2.255899126726936,6.870891965820463,15
Agonvy,2.5478342337743465,6.890412369084298,265
Wassa-Maro,2.0344814778780407,10.21605517849469,907
Kori,2.49935117730025,9.954018783376812,1088
Igbèrè,1.8851616625833947,8.996206725443955,351
Kétou,2.6337551663832905,7.2568552437434715,139
Sakété,2.720235585475027,6.754253219846009,54
Location #7065,1.0646424900109632,10.551655698565497,126
Location #11495,2.7447464197034606,11.43607416758556,67
Kalalé,3.1384999285179838,10.404657743399055,72
Kokiborou,2.146721161735024,10.861762779610515,180
Tantéga,1.0105441808345788,10.8309744108582,46
Sèmè-Kpodji,2.6799328206095225,6.416436253991552,379
Pobè,2.635852470866219,7.119068793484779,52
Souamikourouna,3.1061333587559585,10.910860850848582,544
Grand-Popo,1.8391740108101413,6.377320519529459,54
Location #10225,1.2485463861056638,10.511405896478168,77
Tchaourou,2.8373536795451963,9.150782788737386,57
Kalalé,3.3263969106915074,10.350176583240831,72
Donwari,2.8118179262172633,11.112669905627675,44
Location #6221,1.653978508937414,9.889876461211173,147
Korontière,1.0003397407005579,10.301132924559814,168
Location #6571,1.7245681054389745,9.56753233364448,139
Domè,2.233948497073626,7.105072657785739,129
Location #11748,2.412521531238848,11.099355409894459,64
Location #16509,2.6101565141378154,11.210355876559825,34
Sagon,2.4300953401263587,7.156140538949335,4845
Azowlissè,2.478250617430876,6.675587447607773,1979
Za-Kpota,2.2052779316418993,7.152693246071975,129
Kandérou,2.51966406401553,11.617129077533207,49
Kalalé,3.330963171401508,10.141243783305285,217
Korowi,3.676933827673232,10.859947478361248,59
Location #15416,2.6851799900831397,11.070614094823814,44
Kpanroun,2.392626443167026,6.684026712931662,335
Location #5666,2.170116823024379,8.405528600731301,168
Tchaourou,2.2107849544268294,9.182990443032661,85
Ouaké,1.4782683527082952,9.644445855307008,46
Location #3890,2.143690352748053,8.284754402778798,268
Gamia,2.664785101356664,10.368956637094955,34
Natitingou,1.3184585524827033,10.329727998982559,57
Natitingou,1.3443458067348577,10.266738416613283,124
Location #16215,2.8258560440286775,10.596765895062168,36
Location #2036,2.401926455905507,6.601458888859094,577
GBÉGOUROU,3.0393570773927547,9.986633851173696,54
Location #16782,1.6896174761952296,9.460335621817272,28
Djanglanmey,1.7952589194377055,6.411602159721576,54
Boukabo Kparou,3.117797762692737,9.519200726695095,36
Ouenou,3.437872503114236,9.985611137460525,175
Location #4304,1.096135792471905,10.41665959366164,235
Possotomè,1.957148026327247,6.5388124710979145,77
Adjibogoun,2.559050178883349,7.122521857979512,59
Ouèssè,2.6373295320842174,8.315827266044357,49
Location #14989,1.0710003870095037,10.576696932965923,46
Kalalé,3.1546871258238025,10.427302393029478,296
Location #11442,2.6794875004428444,11.440987405423714,67
Location #4176,1.7341355163702445,7.539640926032054,242
Kétou,2.618570171522803,7.310158343520059,276
Djidja,1.8717236737228207,7.378423969154384,222
Cotiakou,1.2788683526465274,10.570150668283233,209
Kalalé,3.5299130653099104,10.156415850056739,36
Location #12579,1.0943861580413456,10.497845463330226,59
Sompérekou,2.512624665259505,11.346113858367572,72
Location #3169,2.7988502101504844,10.917484823198993,345
Kétou,2.478204314790233,7.35740814264017,108
Bopa,2.0367151995506076,6.720751785023088,82
Location #16135,2.414037926447365,11.506060571343793,36
Houéyogbé,1.8816274640196935,6.590159629572313,103
Location #4412,1.7659841286079758,9.838350804301236,229
Kouandé,1.694226232988816,10.372585972871056,39
Location #15870,2.637525533828382,8.080261084178227,39
Banigli,1.7433995685441666,9.39985342648649,39
Djougou,1.7190221011122,9.759630559390848,103
Kouandé,1.7460096191364969,9.994716652247465,219
Location #2041,2.0620555433942194,10.047405785386202,575
Savalou,1.7180856065941206,7.673319720805639,113
Tchaourou,2.9615265394917256,9.237288277142797,64
Location #11788,2.653493839516991,11.514228817587169,64
Location #4466,2.643564435019005,7.6872799540575105,224
Savalou,1.6618091566131112,7.702090816021836,1052
Nikki,3.3301784831797843,10.032013833171714,222
Tantéga,1.0774953115944037,10.826214943512598,838
Kpoulou-Itchougan,2.6145135227353533,7.036459925794767,49
Pobè,2.5965176051993057,7.161599928138884,82
Location #16899,2.5042949964854184,9.601638771590334,26
Lokossa,1.8262714891671055,6.665496132714455,52
Djondji,2.047458069797915,6.316740539850614,232
Location #2087,1.284534619905628,10.54586149549524,562
Kalalé,3.367821378687303,10.296389976553774,70
Kikélé-Logba,1.8630081595007262,9.074439045315069,129
Kalalé,3.816413852845664,10.59922867507516,124
Dassa-Zoumé,2.077599155450155,7.824052451319972,271
Kalalé,3.284906565279108,10.213160332674104,211
Ifangni,2.719685068760681,6.546735093704679,180
Sakété,2.712891268836857,6.819135167884314,88
Location #1127,1.656296566085335,6.784455437780432,1108
Savè,2.456751309984316,7.9827586680878895,1381
Nikki,3.1665104951594234,9.857066605456337,77
Location #12853,2.3250946052338874,7.439586967673674,57
Pobè,2.6169788010193,7.064846747239208,49
Balimboli,1.6529950078284734,9.048534137348488,77
Sèrèbani,3.464956364258949,10.73574644125201,39
Savalou,1.721008949113243,7.662523652932983,49
Kandi,2.8798542437218124,11.24178353140103,88
Pobè,2.6696620724007007,7.112574108745238,62
Location #2880,2.8709840319706776,9.46070147480802,392
Gninsy,3.028884574215445,9.62095408805318,52
Igbodja,2.5426359746672635,7.905673989551604,536
Dahè,1.9459617925299089,6.528559800646173,166
Location #15766,1.4601748916580573,9.964589460951572,41
Location #12317,0.9310361783089461,10.59780166228195,59
Kountori,0.9344695787325382,10.39917273991065,34
Malanville,3.274068991834592,11.90587838089149,340
SAKABANSI,3.38127968941135,10.042220727481093,3436
Boukombé,1.0382973984472859,10.219757627134904,193
Location #6056,2.138075788568143,6.765151180390867,155
Abomey,1.9112808086264845,7.144278732526057,263
Banikoara,2.433474127978864,11.152804977595938,67
Location #9591,1.7620778910701371,7.379546882072519,85
Ouèssè,2.6514320555476134,8.558060945548025,39
Brayigon,2.0403207613494776,6.36814943675791,52
Location #13307,1.6257367218318133,9.350659168428686,54
SINANGOUROU,3.1349741803767115,9.814700670921486,454
Dassa-Zoumé,2.3748232963682137,7.516306032720468,1567
Location #2268,2.0065973938499773,6.536371477599673,513
Bogo-Bogo,3.105887243641764,12.10357250889449,2057
Kossou,2.069914321190018,10.732242575496919,13
Kalalé,3.558044444496379,10.190639049885345,103
Location #17111,2.4092116182316223,11.046818690661388,21
Location #11508,0.8038337802573189,10.366945229959558,67
Kouandé,1.6724988521924973,10.039878725924229,2080
Boko,2.634052541840922,9.562764160966516,170
Location #3179,1.0446153975850163,10.279215216506305,343
Kétou,2.6910182690781457,7.370300102066075,250
Location #12198,1.42618826002909,10.644236719150506,62
Natta,1.1380389494075078,10.221988555429963,52
Ouaké,1.4591780707231286,9.660213669378862,59
Tchaourou,2.4922000698332507,9.291292475122434,198
Gougnirou,2.4879399322524587,11.46619594577709,70
Location #10801,0.8443692590364817,10.490194936782155,72
Location #5469,2.277976542697734,7.120955773773367,175
Location #14541,2.2410640013100975,6.748096797831728,49
Tchakama,3.290777064997371,10.911150795557738,85
Ichougbo,2.5724480985301614,7.095433897369975,410
Kpakpamè,2.1445583433497606,7.284254808653598,2986
Location #9043,2.616264824728785,11.328696136286771,90
Boumoussou,3.4191864807513257,11.014930890867449,856
Location #9796,0.9722329834984704,10.915320206115137,82
Agonguè,2.474946542572356,6.613175525875017,3670
Natitingou,1.3630767486951443,10.327705062382494,655
Kongou,2.9104646894171666,11.210744154078133,88
Sakété,2.683209760070104,6.665947316747008,147
Kargui,3.2524303690485223,11.936994605392469,93
Location #4961,1.6303179162843502,9.324641011355522,198
Location #15940,1.9854545421121053,9.795912849392534,39
Wassa,1.6318565005566972,9.640167362291441,54
Lobogo,1.8290622869934623,6.714335759699465,70
Gougnirou,2.4508271223671527,11.471184552486175,57
Lagbè,2.704545680418374,6.70409817136607,124
Sandilo,3.1515470722824768,9.519601689858114,1500
Zoungou-Pantrossi,2.9022815462643567,10.710735057561845,46
Location #3538,1.962189923324759,7.423181438197635,304
Tantéga,1.0496686894633385,10.840894233984905,95
Location #3749,0.9614757772581024,10.838450052224234,281
Serou,1.7449878870922748,9.639045268955043,62
Takotiéta,1.0389286286408588,10.303868265027946,31
Ouidah,2.1136602624088847,6.37599917399067,80
Savalou,1.7220298994622154,7.536726972653704,54
Ifangni,2.718571058983744,6.716610802609872,332
Savalou,1.939379810574713,7.879794743122956,206
Location #16648,1.125733288884361,10.658030359169688,31
Malanville,3.3920980991517444,11.834130346940627,57
Setto,2.112812043460279,7.4972922261858095,64
Tayakou,1.1696446605444522,10.525060488583405,142
Kérou,2.1292302221713686,10.854031235986271,72
Porga,0.9717845883196511,11.049788574697686,54
Sanni Djoulde N´Gando,3.303095983476662,9.844446363934535,193
Location #16152,1.920818977778506,7.438878337179482,36
Location #15470,2.157005816925417,7.494830506888525,41
Location #11644,2.7471398756633616,11.178515985371817,64
Sakété,2.6244997097350233,6.807068381346946,72
Kountori,0.9538666166454572,10.442264787172743,54
Location #8346,2.656179850135787,11.447656670497466,101
Location #13625,2.7379523691507406,6.870555788383996,52
Banikoara,2.4918109151756758,11.230828803532047,126
Mani,2.974861964707871,10.447085364263197,804
Location #6669,2.3041847047329806,6.694803855777671,137
Loumbou-Loumbou,2.932339167564224,12.218393973700838,18
Wassa,1.6310094319453656,9.627506370072622,144
Djidja,1.8874084791382904,7.354458110256411,93
Dangoussar,1.516621914114038,9.69237496719928,219
Location #13505,2.3034695627089197,11.089284624507815,54
Bembéréké,2.688015594363572,10.244224843958788,46
Malanville,3.201085997935588,11.880358661316041,57
Somè,2.1162149132154493,7.2590449955963186,211
Grand-Popo,1.8535840127275969,6.359762835651036,119
Donwari,2.8246865021279337,11.148774431648272,57
Tchaourou,3.1226309172980384,9.198628557954393,57
Location #9001,1.3576067229240225,10.619581386426713,90
Pobè,2.7026026162430163,7.1165775634803685,255
Sèhouè,2.2432040519607144,6.891338470057101,64
Malanville,3.3561045787628063,11.78040774649998,126
Dérou,2.3840576744032638,11.284895598147052,611
Dahè,1.9297127879713734,6.527810268449279,124
Savalou,1.9195514627229149,7.846140193413276,459
Location #8327,1.6901558072410143,6.797578959579825,103
Location #7837,1.768100805135503,9.280646317890572,111
Location #13003,2.199765981355122,11.31849434201686,57
Tayakou,1.201642184981481,10.517822682818915,621
Location #5710,2.412497006343158,6.687005372330592,165
Location #5477,2.1140646868176436,7.4135163862572915,175
Toura,2.3491038620245184,11.096865437368525,64
Location #7771,2.6632816480266035,11.410581687752535,111
Kétou,2.4963665578776584,7.278127230243537,338
Lokossa,1.8967236472531408,6.759828060318942,273
Natitingou,1.4421080146235825,10.362331946865334,72
Kalalé,3.2567415857131925,10.271525397173269,1418
Djougou,1.5865310227682738,9.594968656644015,49
Dédomè,2.0398830959716086,6.548188786379555,77
Nagayilé,1.5787671777266399,9.300767899378338,67
Kouandé,1.574033338924213,10.169594866690934,49
Gakpe,2.1346857012184968,6.489080967206486,52
Lissèyigbé,2.063239112489735,7.264103761988903,101
Lokossa,1.675315641233699,6.649634507157512,541
Ouara,2.6367305361429434,10.652332906025258,103
Bonou,2.391061586255566,6.926966220997427,217
Bouaïna,3.7066941463070897,10.911414463571923,21
Malanville,3.11037687832991,11.511459198726659,557
Location #9463,1.450889378452439,9.953667119073152,85
Kouandé,1.8319032413289265,10.40074028588363,39
Mota Koaro,2.9386424096126915,12.316313585061224,28
Kandérou,2.5290283400177467,11.494213420011233,57
Copargo,1.5357245337349599,9.870474858490365,162
Libantè,3.65095528028932,10.738948602316421,64
Ouaké,1.4311186529405078,9.731615472213642,278
Bohicon,2.1866192602908754,7.1465726336541024,80
Founougo,2.5693607122600786,11.497568415576568,46
Glazoué,2.265227959413691,7.985755642708333,57
Gando Sonna,2.93228523223576,9.480581377287034,116
Kalalé,3.258095146740791,10.398321245144556,1376
Location #9859,2.11139034879762,10.352572909334512,80
Natitingou,1.3692078075141496,10.253886115258913,237
Agonvy,2.6016604447615976,6.88496411484865,139
Saltimbara,3.741595520609873,10.950392428391083,41
Kadiri Kparou,2.73015745015045,9.539907330011877,64
Datori,0.919834173812984,10.378176435877359,49
Location #8181,1.7821040765216234,7.337755715247317,106
Kouandé,1.659099074852683,10.069032531337237,34
Kandi,2.918352002232888,11.19006363442877,191
Zoungou-Pantrossi,2.939896683254185,10.74002713027997,39
Allada,2.040244031329513,6.694958557694644,80
Location #2981,2.408186399238611,7.030370871682142,374
Location #6816,2.540710913049937,7.7256240306165065,131
Sanson,2.4784515300346883,9.271922490199273,75
Materi,1.1531626561145956,10.725066112804631,186
Honhoué,1.9090046863598573,6.57610628916065,327
Kpebera,2.6971133756633736,10.418487590815962,263
Location #1453,2.296444593456222,6.751731010341886,840
Location #10226,2.684689005775905,7.728078377713884,77
Yékéna,3.1461195691004753,10.02880466769812,101
Dantota,2.108997424423008,7.283130641950816,82
Kalalé,3.436917347613241,10.192210173469176,374
Cobli,1.0118554351035536,10.54633505181544,57
Kpanroun,2.355273641187682,6.637004193167785,131
Kétou,2.708495151802556,7.427420035096708,142
Location #14007,2.855904283692009,10.944606648789268,52
Agonvy,2.5884737694110935,6.89278114727839,44
Sonon,2.8758634966403784,9.533778953020494,52
Location #4284,1.0976800714681885,10.74347361041209,237
Natitingou,1.307350700490889,10.313357160313952,85
Takotiéta,1.052967210437508,10.34472442030441,82
Gbaffo,2.2761470588251282,7.106443746887804,121
Dassa-Zoumé,2.3805058305502547,7.7944888292177055,62
Sakété,2.7040194383048783,6.707625778801305,75
Kokourogou,2.2817087055726417,11.255594826234715,44
Gougnirou,2.436505571637844,11.439707202530405,64
Ouèssè,2.228819089800027,8.675555257711313,175
Manta,1.120967834084736,10.287911798428368,227
Banikoara,2.5769952117012376,11.270684904936958,52
Location #9334,0.9141133241583693,10.477824959816349,88
Bopa,1.959056529041131,6.630437938963309,178
Location #5966,2.8758403090918754,9.42338659083207,157
Tantéga,1.0454658689833218,10.77571116409428,67
Kalalé,3.1996227136142132,10.204129294697529,420
Dogbo,1.8314504763845698,6.772236903080623,75
Location #8201,1.8235824888839478,7.653814713185559,103
Location #4635,2.6841868954267007,11.321553345658211,214
Touranyannou,2.3445358719161913,11.451389430699392,39
Lobogo,1.8306659842354651,6.695399579756739,575
Tchaourou,2.5378621360677633,8.949747110296347,62
Location #7146,1.770419153624846,9.949601090661284,124
Location #4123,1.4393118073877236,10.423580526148669,247
Location #10675,1.0813963949182792,10.526766399554786,72
Tchaourou,2.5126681998029685,9.230031456581898,88
Sakété,2.7141803455318323,6.891639874024345,41
Bako Maka,2.8451133703521316,12.35786220985764,113
Dassa-Zoumé,2.3906085605664966,7.683243281454521,75
Nikki,3.5071207971371945,10.079530573717358,59
Nikki,3.2370560037199008,9.995230975477364,54
Goumbakou,1.6808846053997395,9.533833786835602,67
Ifangni,2.718516107445428,6.700152441968867,297
Location #14979,2.1446282998098174,10.700955491628806,46
Kétou,2.6704046736410194,7.616309452359275,90
Location #9038,2.3900544553408953,11.08315473642783,90
Sokotindji,3.4337480831466025,10.85430184153808,147
TININGOU,1.3773023544599574,9.906988383774117,85
Tchaourou,2.5499223395876047,9.19720015115274,39
Location #2452,1.9046919836717886,9.439328481587147,469
Location #7997,2.179262240579949,8.104877233504629,108
Doutou,1.8851257638709924,6.5392693966795115,147
Igbèrè,1.8473818527573944,8.995912110810764,62
Location #9305,2.192203288406619,8.38449563143977,88
Yoko,2.6017595357259706,6.758451127554051,75
Tchaourou,3.0998141330292492,9.193899727015008,381
Wèrèkè,2.5269389631928565,9.729160532496373,250
Nagayilé,1.565390268113362,9.34926043565134,175
Bonou,2.420580903349593,6.941356323226673,2152
Bonrou-Gando,2.903395931173492,9.808714136387177,451
N'Dali,2.7371785507539697,9.834957471855475,49
Kandi,2.927627863396139,11.160187784672004,196
Location #13669,1.8914871877060644,7.567524274916058,52
Tantéga,1.0512825858848251,10.833722520141661,698
Kouandé,1.6605659039687766,10.04563658605585,119
Pobè,2.671824275935059,7.149276888741451,144
Tori-Bossito,2.134769584197874,6.634330980666575,95
Tabota,1.0409325562239509,10.384686049263058,637
Location #8934,1.8378937256265286,9.624447200466507,93
Location #2790,2.1601539585206546,7.345247644276266,407
Bopa,1.9275382044576237,6.705196866629131,193
Location #10885,2.8343199134070365,10.962764142281987,72
Location #15576,2.1406551043931463,7.401482185492436,41
Ouèssè,2.751377447483137,8.561611248776343,1923
Lobogo,1.9305313679165552,6.672002446659422,57
Location #14013,2.7434908876374093,11.431495605362361,52
Donwari,2.84636841132815,11.038422237371385,72
Bonhanrou,2.4467256896000396,11.34931220350111,39
Tchaourou,2.5571147142423465,9.085764669264801,423
Porga,1.0748261537737216,10.908848426841885,1351
Abomey-Calavi,2.2623798324866375,6.525937096545145,95
Location #6792,1.8313151473233338,7.614736890176289,131
Sougbégba 2,3.1555075925684664,10.917249905622274,15
Camp Peulh,1.7106456882161087,9.034603835127399,54
Location #13891,2.028162037561766,9.814643707824375,52
Kouporgou,1.1594104833218113,10.246973832596879,95
Ten-Dora,2.3103398242877966,10.226607075268824,134
Location #11165,1.5218078720936834,9.679035626430972,70
Location #13368,1.4919734714858246,10.142644273779604,54
Tchaourou,2.4493205124443844,9.094623817318563,54
Location #13476,1.4778636624852373,9.681630494553856,54
Location #13183,1.9239969052523225,9.656117821655567,54
Location #10258,2.7880298770510046,10.9958587963291,77
Houndossodégon,2.1085841243353682,7.392338823061318,178
Kalalé,3.3233223403609253,10.301228507439292,1771
Lokossa,1.694802805824097,6.646302967707526,250
Djougou,1.7312265430087814,9.77425715058502,72
Zinkanme,1.947077789539734,7.319736008036338,52
Tchaourou,2.8213469631397454,9.19961408160799,59
Location #14892,2.172171108594777,10.996083815645662,46
Location #14099,1.7524867194729639,9.14372627518092,49
Ahouandji,2.1603938610702995,6.33955123620666,729
Zinkanme,1.9518865692862093,7.296215173505631,351
Goumbakou,1.6615348310726095,9.572581164973455,75
Alafiarou,2.3850250597013325,9.102709117802505,119
Abomey,1.8951025668627275,7.122996006296465,121
Hlagba-Ouassa,2.236294283449861,6.996645372299198,1631
Malanville,3.499405566204169,11.614471905134067,979
Location #16765,1.8955264679602364,9.469186353331542,28
Ouèssè,2.241473079587275,8.565701438436488,1186
Zoungbodji-Centre,2.0899411486662824,6.339835043722661,1250
Sikki,2.447249111738295,10.147072469320426,108
Domè,2.237756429614516,7.089497923870305,415
Houédamè,2.5549384103674067,6.949513706772641,366
Kokiborou,2.35950032507647,11.225581422595381,835
Lobogo,1.8266244364443074,6.738214276187933,363
Location #14994,2.1767324726574757,7.4368090015785135,46
Biguina 1,1.650579864590289,8.795860854788756,1613
Location #929,1.8646217673331411,9.894465180149709,1343
Djougou,1.697196920598887,9.555300203928208,39
Koui,2.1165678440023683,7.017350291433017,116
Nikki,3.2580592366675716,9.94562015250121,113
Awonou,2.5493008512016573,6.734145236350768,113
Tamarou,2.6578059174209305,9.765256607466446,198
Tchaourou,2.0871065465456815,9.331290911985409,39
Kassakou,2.914404826672866,11.07470600476956,18
Location #6955,1.7343898771637825,9.523432705252208,129
Tantéga,1.062066785646464,10.814705365220442,1229
Location #12494,1.0718001057720226,10.526544057445912,59
Location #4530,2.244074939989924,8.204779489791937,222
Kalalé,3.197931052125955,10.169223429577793,77
Location #8971,1.6344921319699186,9.878565389200809,93
Dovi-Dovè,2.3864283815959975,7.174371621983815,3175
Bagou,2.7099654990272524,10.828116109935893,41
Soroko,2.3577371125005735,11.337115605563058,425
Golo-Djigbé,2.260684141214575,6.509321544770457,62
Pira,1.7080435594542576,8.493143384797351,77
Savalou,1.7496241000921753,7.857944878657957,402
Kpassana,3.665853322107148,11.02269522760192,67
Dassa-Zoumé,2.3359424261819903,7.6726857867316705,98
Location #1933,2.3076410216409844,6.701176282271407,616
Kalalé,3.2553724678553255,10.420335534766515,67
Coussi,2.1400399430415913,6.837521504708462,644
Banigouré,2.7629073659329513,10.843153620370545,57
Bembéréké,2.7041376901581824,10.237182737770205,39
Saonzi,3.5889609331882637,10.727838523533261,15
Location #2926,0.9379639461204821,10.698105564320151,384
Location #17049,2.4210421972820897,10.806344099866836,21
Allada,2.209621629116192,6.7072485442418275,80
Location #5689,2.2368546330667733,6.770947590585253,168
Location #5939,1.9038052381216828,7.444796408802936,157
Igbodja,2.585411144467748,7.81423745112756,691
Somè,2.136238724796166,7.271774658617283,144
Kalalé,3.2663276520591205,10.184435071128572,255
Location #16897,2.4683915313014206,10.679624326840681,26
Pobè,2.6325107856965153,7.116264056073755,36
Location #8987,0.9663801743529482,10.85127913277297,93
Boutou,1.52810407246991,9.41476286122911,227
Dassa-Zoumé,2.454151689649476,7.565124457883412,165
Location #1468,2.40376396175073,7.192303177779124,835
Pobè,2.6984263045302272,7.026913283119265,46
Manta,1.106658978269973,10.313197021771748,90
Kouandé,1.760389365891462,10.42353247483236,34
Location #1787,2.6943854890332477,11.001451932691085,673
Location #5752,2.0884153774557577,6.4648923695251055,165
Location #3717,2.0817504815742196,6.455464222404592,284
Location #11661,2.573361713748921,6.673928404956934,64
